Museum_Number	UCM_Number	Canister	Class	Order	Family	Subfamily	Genus	Species	Element_original	Notes	Last ID revision
	NSF-19-241	A2/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	cf Microtus	sp	molar frag		
	NSF-19-242	A2/L2	Mammalia	Rodentia	Sciuridae	Xerinae	?Otospermophilus	beecheyi	lower rt p4		
	NSF-19-243	A2/L2	Mammalia	Rodentia	Sciuridae	Xerinae	?Otospermophilus	beecheyi	lower lt m1/m2		
	NSF-19-244	A2/L2	Mammalia	Rodentia	Sciuridae	Xerinae	cf Tamias	sp	lower rt dp4		
	NSF-19-245	A2/L2	Mammalia	Rodentia	Sciuridae	Xerinae			upper tooth frag		
	NSF-19-246	A2/L2	Mammalia	Rodentia	Sciuridae	Xerinae			upper tooth frag		
	NSF-19-247	A2/L2	Mammalia	Rodentia	Sciuridae	Xerinae			lower tooth frag		
	NSF-19-248	A2/L2	Mammalia	Rodentia	Sciuridae	Xerinae			upper tooth frag		
	NSF-19-249	A2/L2	Mammalia	Rodentia	Sciuridae	Xerinae			lower tooth frag		
	NSF-19-250	A2/L2	Mammalia	Carnivora	Mustelidae	Mustelinae	Mustela	frenata	lower lt p2		2/26/2019
	NSF-19-251	A2/L2	Mammalia	Carnivora	Mustelidae	Mustelinae	Mustela	frenata	lower lt p3		
	NSF-19-252	A2/L2	Mammalia	Carnivora	Mustelidae	Mustelinae	Mustela	frenata	lt I3		2/26/2019
	NSF-19-253	A2/L2	Mammalia	Rodentia	Cricetidae	Neotominae	cf Reithrodontomys	megalotis	upper lt M1		
	NSF-19-254	A2/L2	Mammalia	Rodentia	Cricetidae	Neotominae			lower lt m2		
	NSF-19-255	A2/L2	Mammalia	Rodentia	Cricetidae	Neotominae			lower rt m1	grade 0	
	NSF-19-256	A2/L2	Mammalia	Rodentia	Cricetidae	Neotominae			lower rt m1	grade 0	
	NSF-19-257	A2/L2	Mammalia	Rodentia	Cricetidae	Neotominae			lower lt m1	grade 0	
	NSF-19-258	A2/L2	Mammalia	Rodentia	Cricetidae	Neotominae			upper lt M1		
	NSF-19-259	A2/L2	Mammalia	Rodentia	Cricetidae	Neotominae	cf Reithrodontomys	megalotis	lower lt m1		
	NSF-19-260	A2/L2	Mammalia	Rodentia	Cricetidae	Neotominae			lower rt m2		
	NSF-19-261	A2/L2	Mammalia	Rodentia	Cricetidae	Neotominae	Reithrodontomys	cf megalotis	lower lt m1		
	NSF-19-262	A2/L2	Mammalia	Rodentia	Cricetidae	Neotominae			lower rt m2		
	NSF-19-263	A2/L2	Mammalia	Rodentia	Cricetidae	Neotominae	cf Reithrodontomys	megalotis	upper rt M1		
	NSF-19-264	A2/L2	Mammalia	Rodentia	Cricetidae	Neotominae			upper lt M2		
	NSF-19-265	A2/L2	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lower lt p4		
	NSF-19-266	A2/L2	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag		
	NSF-19-267	A2/L2	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag		
	NSF-19-268	A2/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth frag		
	NSF-19-269	A2/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt P2		
	NSF-19-270	A2/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	audubonii	partial lt p3	juv?	
	NSF-19-271	A2/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper rt tooth	juv?	
	NSF-19-272	A2/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower tooth frag		
	NSF-19-273	A2/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower tooth frag		
	NSF-19-274	A2/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower m3		
	NSF-19-275	A2/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower tooth frag		
	NSF-19-276	A2/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	tooth frag		
	NSF-19-277	A2/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth frag		
	NSF-19-278	B2/L3	Mammalia	Lagomorpha	Leporidae		Sylvilagus	audubonii	lt anterior dentary frag w/ p3,p4,m2		
	NSF-19-279	B2/L3	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lt posterior dentary frag w/ m1-m2		
	NSF-19-280	B2/L3	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	rt posterior dentary frag w/ m1		
	NSF-19-281	B2/L3	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lt anterior dentary frag		
	NSF-19-282	B2/L3	Mammalia	Lagomorpha	Leporidae		Sylvilagus	cf audubonii	lt maxilla w/ P3-M2		
	NSF-19-283	B2/L3	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	rt maxilla w/ P3+M1	juv?	
	NSF-19-284	B2/L3	Mammalia	Rodentia	Sciuridae	Xerinae	cf Otospermophilus	beecheyi	rt maxilla frag		
	NSF-19-285	B3/L2-T1	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lt posterior dentary frag 		
	NSF-19-286	B3/L2-T1	Mammalia	Lagomorpha	Leporidae		Sylvilagus	audubonii	rt anterior dentary frag w/ p3-m1		
	NSF-19-287	B3/L2-T1	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	rt anterior dentary frag w/ p3-m2	juv?	
	NSF-19-288	B3/L2-T1	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	rt anterior dentary frag w/ m1		
	NSF-19-289	B3/L2-T1	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lt dentary frag w/ p4-m2		
	NSF-19-290	B3/L2-T1	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	rt posterior dentary frag w/ p4		
	NSF-19-291	B3/L2-T1	Mammalia	Rodentia	Sciuridae	Xerinae	?Otospermophilus	beecheyi	lt anterior dentary frag w/ p4		
	NSF-19-292	B3/L2-T2	Mammalia	Rodentia	Sciuridae	Xerinae	?Otospermophilus	beecheyi	lt dentary w/ i1		
	NSF-19-293	B3/L2-T2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	rt maxillary frag w/ tooth (P4?)		
	NSF-19-294	B3/L2-T1	Mammalia	Rodentia	Sciuridae	Xerinae	?Otospermophilus	beecheyi	lt dentary frag	juv?	
	NSF-19-295	B3/L3-T1	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lt maxilla w/ P3+M1		
	NSF-19-296	B3/L3-T1	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	rt maxilla 		
	NSF-19-297	B3/L3-T1	Mammalia	Rodentia	Sciuridae	Xerinae	?Otospermophilus	beecheyi	lt dentary w/ m1		
	NSF-19-298	B3/L3-T1	Mammalia	Rodentia	Sciuridae	Xerinae	?Otospermophilus	beecheyi	rt maxilla w/ dP4, unerupted P4, and M1	juv	
	NSF-19-299	B3/L3-T1	Mammalia	Rodentia	Sciuridae	Xerinae	?Otospermophilus	beecheyi	rt? maxilla frag		
	NSF-19-300	B3/L3-T1	Mammalia	Carnivora	Mustelidae	Mustelinae	Mustela	frenata	rt dentary w/ m1		
	NSF-19-301	B3/L3-T1	Mammalia	Carnivora	Mustelidae	Mustelinae	Mustela	frenata	lt dentary frag w/ m1		
	NSF-19-302	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae	cf Peromyscus	sp	lt M1	small, accessory loph present	
	NSF-19-303	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae	cf Peromyscus	sp	rt M1		
	NSF-19-304	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae	cf Reithrodontomys	megalotis	rt M1		
	NSF-19-305	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae			lt m1	worn	
	NSF-19-306	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae	cf Peromyscus	sp	rt m1	grade 0	
	NSF-19-307	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae	cf Peromyscus	sp	lt m1	grade 0	
	NSF-19-308	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae	cf Peromyscus	sp	rt m1	grade 0	
	NSF-19-309	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae	Reithrodontomys	cf megalotis	rt m1	grade 1-2	
	NSF-19-310	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae	cf Reithrodontomys	megalotis	lt m1	grade 0	
	NSF-19-311	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae	cf Reithrodontomys	megalotis	lt m1	grade 0	
	NSF-19-312	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae	Reithrodontomys	cf megalotis	rt m1	grade 2	
	NSF-19-313	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae	cf Reithrodontomys	megalotis	lt m1	grade 0	
	NSF-19-314	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	lt dentary		
	NSF-19-315	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae	Reithrodontomys        	cf megalotis	lt m1	grade 2	
	NSF-19-316	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae			rt m1	worn	
	NSF-19-317	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae			partial rt m1	grade 1	
	NSF-19-318	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae			m1 frag		
	NSF-19-319	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae			partial lt M1		
	NSF-19-320	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae			lt m2		
	NSF-19-321	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae			lt m2		
	NSF-19-322	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae			lt m2		
	NSF-19-323	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae			rt m2		
	NSF-19-324	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae			rt m2		
	NSF-19-325	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae			lt m2		
	NSF-19-326	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae			rt m2		
	NSF-19-327	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae			lt m2		
	NSF-19-328	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae			rt m2		
	NSF-19-329	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae			rt m2		
	NSF-19-330	A3/L2	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lt? p4		
	NSF-19-331	A3/L2	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	molar		
	NSF-19-332	A3/L2	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag		
	NSF-19-333	A3/L2	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	juv	
	NSF-19-334	A3/L2	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	juv	
	NSF-19-335	A3/L2	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag	juv	
	NSF-19-336	A3/L2	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag	juv	
	NSF-19-337	A3/L2	Mammalia	Rodentia	Heteromyidae				p4	juv	
	NSF-19-338	A3/L2	Mammalia	Carnivora					partial premolar?		
	NSF-19-339	A3/L2	Mammalia	Carnivora	Mustelidae		?Mustela	frenata	lt p3		2/26/2019
	NSF-19-340	A3/L2	Mammalia	Carnivora	Mephitidae		?Mephitis	mephitis	partial rt p2		2/26/2019
	NSF-19-341	A3/L2	Mammalia	Rodentia	Sciuridae	Xerinae	Tamias	cf merriami	rt p4		
	NSF-19-342	A3/L2	Mammalia	Rodentia	Sciuridae	Xerinae	?Otospermophilus	beecheyi	rt dp4		
	NSF-19-343	A3/L2	Mammalia	Rodentia	Sciuridae	Xerinae	?Otospermophilus	beecheyi	rt dp4		
	NSF-19-344	A3/L2	Mammalia	Rodentia	Sciuridae	Xerinae	?Otospermophilus	beecheyi	rt m1/m2		
	NSF-19-345	A3/L2	Mammalia	Rodentia	Sciuridae	Xerinae	?Otospermophilus	beecheyi	lt M1/M2		
	NSF-19-346	A3/L2	Mammalia	Rodentia	Sciuridae	Xerinae	?Otospermophilus	beecheyi	lt M1/M2		
	NSF-19-347	A3/L2	Mammalia	Rodentia	Sciuridae	Xerinae	?Otospermophilus	beecheyi	lt M1/M2		
	NSF-19-348	A3/L2	Mammalia	Rodentia	Sciuridae	Xerinae	?Otospermophilus	beecheyi	lt M1/M2		
	NSF-19-349	A3/L2	Mammalia	Rodentia	Sciuridae	Xerinae	?Otospermophilus	beecheyi	rt M3		
	NSF-19-350	A3/L2	Mammalia	Rodentia	Sciuridae	Xerinae	?Otospermophilus	beecheyi	rt M3 frag		
	NSF-19-351	A3/L2	Mammalia	Rodentia	Sciuridae	Xerinae	?Otospermophilus	beecheyi	lt M3 frag		
	NSF-19-352	A3/L2	Mammalia	Rodentia	Sciuridae	Xerinae	?Otospermophilus	beecheyi	lt P4 frag		
	NSF-19-353	A3/L2	Mammalia	Rodentia	Sciuridae	Xerinae	?Otospermophilus	beecheyi	rt P4		
	NSF-19-354	A3/L2	Mammalia	Rodentia	Sciuridae	Xerinae	?Otospermophilus	beecheyi	rt P4 frag		
	NSF-19-355	A3/L2	Mammalia	Rodentia	Sciuridae	Xerinae			upper tooth frag		
	NSF-19-356	A3/L2	Mammalia	Rodentia	Sciuridae	Xerinae			upper tooth frag		
	NSF-19-357	A3/L2	Mammalia	Rodentia	Sciuridae	Xerinae			upper tooth frag		
	NSF-19-358	A3/L2	Mammalia	Rodentia	Sciuridae	Xerinae			upper tooth frag		
	NSF-19-359	A3/L2	Mammalia	Rodentia	Geomyidae	Thomomyinae	Thomomys	cf bottae	rt p4		
	NSF-19-360	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth	juv	
	NSF-19-361	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae	Neotoma	sp	lower lt molar (m2?)	juv	
	NSF-19-362	A3/L2	Mammalia	Rodentia	Cricetidae	Neotominae	Neotoma	sp	molar frag (lt M1?)		
	NSF-19-363	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower molar frag		
	NSF-19-364	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower molar frag		
	NSF-19-365	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower molar frag		
	NSF-19-366	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower molar frag		
	NSF-19-367	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower molar frag		
	NSF-19-368	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower molar frag		
	NSF-19-369	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower molar frag		
	NSF-19-370	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower molar frag		
	NSF-19-371	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower molar frag		
	NSF-19-372	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower molar frag		
	NSF-19-373	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower molar frag		
	NSF-19-374	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower molar frag		
	NSF-19-375	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower molar frag		
	NSF-19-376	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lt m1		
	NSF-19-377	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lt m1		
	NSF-19-378	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	partial lt m1		
	NSF-19-379	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	partial rt m1		
	NSF-19-380	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	rt m1 frag		
	NSF-19-381	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	rt m1 frag		
	NSF-19-382	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	rt m3		
	NSF-19-383	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lt M1	juv?	
	NSF-19-384	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	rt M1		
	NSF-19-385	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lt M2		
	NSF-19-386	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	rt M2		
	NSF-19-387	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	rt M2		
	NSF-19-388	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lt M3 		
	NSF-19-389	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lt M3 		
	NSF-19-390	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lt M3 		
	NSF-19-391	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	rt m3		
	NSF-19-392	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	rt m3		
	NSF-19-393	A3/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	molar frag		
	NSF-19-394	A3/L2	Mammalia	Lagomorpha	Leporidae		?Sylvilagus	sp			
	NSF-19-395	A3/L2	Mammalia	Lagomorpha	Leporidae		?Sylvilagus	sp			
	NSF-19-396	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	audubonii	partial rt p3	waterworn	
	NSF-19-397	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	?audubonii	lt p3	waterworn	
	NSF-19-398	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower lt tooth		
	NSF-19-399	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower rt tooth		
	NSF-19-400	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower lt tooth		
	NSF-19-401	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower rt tooth		
	NSF-19-402	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	m3		
	NSF-19-403	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower tooth frag		
	NSF-19-404	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower tooth frag		
	NSF-19-405	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower tooth frag		
	NSF-19-406	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower tooth frag		
	NSF-19-407	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower tooth frag		
	NSF-19-408	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower tooth frag		
	NSF-19-409	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower tooth frag		
	NSF-19-410	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lt P2		
	NSF-19-411	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lt P2	juv?	
	NSF-19-412	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt tooth		
	NSF-19-413	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt tooth		
	NSF-19-414	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper right tooth	juv	
	NSF-19-415	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth frag		
	NSF-19-416	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth frag		
	NSF-19-417	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth frag		
	NSF-19-418	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth frag		
	NSF-19-419	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth frag		
	NSF-19-420	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth frag		
	NSF-19-421	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth frag		
	NSF-19-422	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth frag		
	NSF-19-423	A3/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth frag		
	NSF-19-424	B2/L2	Mammalia	Rodentia	Cricetidae	Neotominae	Reithrodontomys 	cf megalotis	rt m1		
	NSF-19-425	B2/L2	Mammalia	Rodentia	Cricetidae	Neotominae	cf Peromyscus	sp	lt m1		
	NSF-19-426	B2/L2	Mammalia	Rodentia	Cricetidae	Neotominae	cf Peromyscus              	sp	lt m1	juv?	
	NSF-19-427	B2/L2	Mammalia	Rodentia	Cricetidae	Neotominae	cf Peromyscus                      	sp	rt m1	juv?	
	NSF-19-428	B2/L2	Mammalia	Rodentia	Cricetidae	Neotominae			lt m1		
	NSF-19-429	B2/L2	Mammalia	Rodentia	Cricetidae	Neotominae			rt m1		
	NSF-19-430	B2/L2	Mammalia	Rodentia	Cricetidae	Neotominae			lt m2		
	NSF-19-431	B2/L2	Mammalia	Rodentia	Cricetidae	Neotominae			lt m2		
	NSF-19-432	B2/L2	Mammalia	Rodentia	Cricetidae	Neotominae			rt m2		
	NSF-19-433	B2/L2	Mammalia	Rodentia	Cricetidae	Neotominae			rt m2		
	NSF-19-434	B2/L2	Mammalia	Rodentia	Cricetidae	Neotominae			rt m2	juv?	
	NSF-19-435	B2/L2	Mammalia	Rodentia	Cricetidae	Neotominae			rt m3		
	NSF-19-436	B2/L2	Mammalia	Rodentia	Cricetidae	Neotominae	cf Peromyscus	sp	lt M1		
	NSF-19-437	B2/L2	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	rt M1		
	NSF-19-438	B2/L2	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	cf maniculatus	rt M1	large accessory loph	
	NSF-19-439	B2/L2	Mammalia	Rodentia	Cricetidae	Neotominae	cf Reithrodontomys	megalotis	rt M1	juv	
	NSF-19-440	B2/L2	Mammalia	Rodentia	Cricetidae	Neotominae			rt M3		
	NSF-19-441	B2/L2	Mammalia	Rodentia	Cricetidae	Neotominae			lt dentary frag		
	NSF-19-442	B2/L2	Mammalia	Rodentia	Cricetidae	Neotominae			lt maxilla		
	NSF-19-443	B2/L2	Mammalia	Rodentia	Cricetidae	Neotominae			lt maxilla frag		
	NSF-19-444	B2/L2	Mammalia	Rodentia	Geomyidae	Thomomyinae	Thomomys	sp	lt M1/M2		
	NSF-19-445	B2/L2	Mammalia	Rodentia	?Geomyidae				molar	juv	
	NSF-19-446	B2/L2	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lt m1/m2		
	NSF-19-447	B2/L2	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lt m1/m2		
	NSF-19-448	B2/L2	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lower lt molar (m2?)		
	NSF-19-449	B2/L2	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lt M1/M2		
	NSF-19-450	B2/L2	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	?Dipodomys	sp	molar	juv	
	NSF-19-451	B2/L2	Mammalia	Rodentia	Geomyidae/Heteromyidae				molar	juv	
	NSF-19-452	B2/L2	Mammalia	Rodentia	Geomyidae/Heteromyidae				molar	juv	
	NSF-19-453	B2/L2	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag		
	NSF-19-454	B2/L2	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag		
	NSF-19-455	B2/L2	Mammalia	Rodentia	Sciuridae	Xerinae	?Otosperomophilus	beecheyi	lt m3		
	NSF-19-456	B2/L2	Mammalia	Rodentia	Sciuridae	Xerinae	?Otosperomophilus	beecheyi	lt m1/m2		
	NSF-19-457	B2/L2	Mammalia	Rodentia	Sciuridae				lower molar frag		
	NSF-19-458	B2/L2	Mammalia	Rodentia	Sciuridae	Xerinae	Tamias	cf merriami	lt P4		
	NSF-19-459	B2/L2	Mammalia	Rodentia	Sciuridae	Xerinae	?Tamias	sp	lt P4		
	NSF-19-460	B2/L2	Mammalia	Rodentia	Sciuridae	Xerinae	?Otosperomophilus	beecheyi	rt M1/M2		
	NSF-19-461	B2/L2	Mammalia	Rodentia	Sciuridae	Xerinae			rt upper molar frag		
	NSF-19-462	B2/L2	Mammalia	Rodentia	Sciuridae	Xerinae			lt upper molar frag		
	NSF-19-463	B2/L2	Mammalia	Rodentia	Sciuridae	Xerinae	?Otosperomophilus	beecheyi	rt M1/M2		
	NSF-19-464	B2/L2	Mammalia	Carnivora	Mustelidae	Mustelinae	?Mustela	frenata	rt? c1		2/26/2019
	NSF-19-465	B2/L2	Mammalia	Carnivora	Canidae		Canis	latrans	lt M1	juv	2/26/2019
	NSF-19-466	B2/L2	Mammalia	Carnivora	Mustelidae	Mustelinae	Mustela	frenata	lt I3		2/26/2019
	NSF-19-467	B2/L2	Mammalia	Carnivora	Mustelidae	Mustelinae	Mustela	frenata	rt m2		
	NSF-19-468	B2/L2	Mammalia	Rodentia	Cricetidae	Neotominae	Neotoma	macrotis	rt m1		
	NSF-19-469	B2/L2	Mammalia	Rodentia	Cricetidae	Neotominae	Neotoma	sp	molar frag		
	NSF-19-470	B2/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	cf Microtus	sp	rt anterior dentary frag		
	NSF-19-471	B2/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	californicus	rt m1		
	NSF-19-472	B2/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	rt M3		
	NSF-19-473	B2/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	molar frag		
	NSF-19-474	B2/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	molar frag		
	NSF-19-475	B2/L2	Mammalia	Rodentia	Geomyidae	Thomomyinae	Thomomys	sp	lt M1/M2		
	NSF-19-476	B2/L2	Mammalia	Lagomorpha			Sylvilagus	sp	partial lt dentary w/ m1	juv?	
	NSF-19-477	B2/L2	Mammalia	Lagomorpha			Sylvilagus	sp	lt dentary frag w/ p4+m2		
	NSF-19-478	B2/L2	Mammalia	Lagomorpha			Sylvilagus	audubonii	rt p3		
	NSF-19-479	B2/L2	Mammalia	Lagomorpha			Sylvilagus	audubonii	lt p3	worn	
	NSF-19-480	B2/L2	Mammalia	Lagomorpha			Sylvilagus	audubonii	partial rt p3		
	NSF-19-481	B2/L2	Mammalia	Lagomorpha			Sylvilagus	sp	lower lt tooth		
	NSF-19-482	B2/L2	Mammalia	Lagomorpha			Sylvilagus	sp	lower lt tooth		
	NSF-19-483	B2/L2	Mammalia	Lagomorpha			Sylvilagus	sp	lower lt tooth		
	NSF-19-484	B2/L2	Mammalia	Lagomorpha			Sylvilagus	sp	lower lt tooth		
	NSF-19-485	B2/L2	Mammalia	Lagomorpha			Sylvilagus	sp	partial lower rt? tooth		
