name	longitude	latitude	issues	prov	key	scientificName	datasetKey	publishingOrgKey	installationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	hostingOrganizationKey	basisOfRecord	occurrenceStatus	sex	establishmentMeans	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	continent	stateProvince	year	month	day	eventDate	modified	lastInterpreted	references	license	institutionKey	isInCluster	geodeticDatum	class	countryCode	country	institutionID	county	gbifID	language	type	preparations	catalogNumber	institutionCode	identifier	higherGeography	nomenclaturalCode	verbatimEventDate	endDayOfYear	georeferenceVerificationStatus	locality	collectionCode	verbatimLocality	occurrenceID	recordedBy	otherCatalogNumbers	startDayOfYear	occurrenceRemarks	accessRights	bibliographicCitation	higherClassification	lifeStage	dateIdentified	coordinateUncertaintyInMeters	elevation	habitat	dynamicProperties	taxonID	rights	identificationRemarks	reproductiveCondition	identifiedBy	identificationReferences	http://unknown.org/recordId	identificationQualifier	ownerInstitutionCode	http://unknown.org/recordEnteredBy	collectionID	georeferenceSources	individualCount	elevationAccuracy	identificationVerificationStatus	eventRemarks	locationAccordingTo	locationRemarks	eventTime	recordNumber	georeferencedDate	georeferencedBy	georeferenceProtocol	verbatimCoordinateSystem	organismID	previousIdentifications	infraspecificEpithet	projectId	depth	depthAccuracy	rightsHolder	namePublishedInYear	fieldNumber	vernacularName	nameAccordingTo	acceptedNameUsage	datasetName	locationID	datasetID	parentNameUsage	identificationID	samplingProtocol	associatedOccurrences	collectionKey	verbatimElevation	associatedSequences	georeferenceRemarks	namePublishedIn	disposition	originalNameUsage	fieldNotes	municipality	associatedReferences	taxonRemarks	informationWithheld	typifiedName	typeStatus	higherGeographyID	occID
Peromyscus californicus (Gambel, 1848)	-121.73213516050798	36.47959875974624	cdrep,txmathi,colmafu	gbif	686475287	Peromyscus californicus (Gambel, 1848)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	c7b49e46-602a-4172-98d2-6b027c6b049f	US	DWC_ARCHIVE	2021-05-06T17:18:54.030+00:00	2021-05-06T17:22:44.149+00:00	242	b554c320-0560-11d8-b851-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	MALE	NA	2438028	1	44	359	1459	3240723	2437961	2438028	2438028	Peromyscus californicus (Gambel, 1848)	Animalia	Chordata	Rodentia	Cricetidae	Peromyscus	Peromyscus californicus	Peromyscus	californicus	SPECIES	ACCEPTED	LC	NORTH_AMERICA	California	1955	7	28	1955-07-28	NA	2021-05-06T17:22:44.149+00:00	NA	http://creativecommons.org/licenses/by/4.0/legalcode	49fb6451-91b7-4af2-8cd3-354539a77589	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/iakn-125z	MONTEREY CO	686475287	en	PhysicalObject	Skin Complete;  Skull Complete	148168	KU	96383d2d-1ed8-11e3-bfac-90b11c41863e	NA	NA	NA	NA	NA	CARMEL VALLEY	KUM	NA	96383d2d-1ed8-11e3-bfac-90b11c41863e	SCHWARTZ A & STANLAND D R	NA	NA	NA	http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	NA	NA	NA	NA	NA	NA	NA	TotalLength: 235.0; TailLength: 126.0; HindFoot: 26.0; EarLength: 24.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Topozone 1:25001	NA	NA	NA	NA	NA	NA	NA	NA	2007-02-10	N Slade	NA	decimal degrees	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	University of Kansas Biodiversity Institute Mammalogy Collection	NA	NA	NA	NA	NA	NA	37698cd9-5f58-4eaf-a90e-f2fc871b832d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	591
Peromyscus californicus (Gambel, 1848)	-121.89436227802604	36.6001505567475	cdrep,txmathi,colmafu	gbif	686475288	Peromyscus californicus (Gambel, 1848)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	c7b49e46-602a-4172-98d2-6b027c6b049f	US	DWC_ARCHIVE	2021-05-06T17:18:54.030+00:00	2021-05-06T17:22:42.284+00:00	242	b554c320-0560-11d8-b851-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	MALE	NA	2438028	1	44	359	1459	3240723	2437961	2438028	2438028	Peromyscus californicus (Gambel, 1848)	Animalia	Chordata	Rodentia	Cricetidae	Peromyscus	Peromyscus californicus	Peromyscus	californicus	SPECIES	ACCEPTED	LC	NORTH_AMERICA	California	1955	7	29	1955-07-29	NA	2021-05-06T17:22:42.284+00:00	NA	http://creativecommons.org/licenses/by/4.0/legalcode	49fb6451-91b7-4af2-8cd3-354539a77589	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/iakn-125z	MONTEREY CO	686475288	en	PhysicalObject	Skin Complete;  Skull Complete	148169	KU	9638405e-1ed8-11e3-bfac-90b11c41863e	NA	NA	NA	NA	NA	MONTEREY	KUM	NA	9638405e-1ed8-11e3-bfac-90b11c41863e	SCHWARTZ A	NA	NA	NA	http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	NA	NA	NA	NA	NA	NA	NA	TotalLength: 224.0; TailLength: 120.0; HindFoot: 25.0; EarLength: 24.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Topozone 1:25001	NA	NA	NA	NA	NA	NA	NA	NA	2007-02-10	N Slade	NA	decimal degrees	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	University of Kansas Biodiversity Institute Mammalogy Collection	NA	NA	NA	NA	NA	NA	37698cd9-5f58-4eaf-a90e-f2fc871b832d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	592
Peromyscus californicus (Gambel, 1848)	-116.8266240873945	32.64001732544015	cdrep,txmathi,colmafu	gbif	686475294	Peromyscus californicus (Gambel, 1848)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	c7b49e46-602a-4172-98d2-6b027c6b049f	US	DWC_ARCHIVE	2021-05-06T17:18:54.030+00:00	2021-05-06T17:22:52.836+00:00	242	b554c320-0560-11d8-b851-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	MALE	NA	2438028	1	44	359	1459	3240723	2437961	2438028	2438028	Peromyscus californicus (Gambel, 1848)	Animalia	Chordata	Rodentia	Cricetidae	Peromyscus	Peromyscus californicus	Peromyscus	californicus	SPECIES	ACCEPTED	LC	NORTH_AMERICA	California	1955	7	29	1955-07-29	NA	2021-05-06T17:22:52.836+00:00	NA	http://creativecommons.org/licenses/by/4.0/legalcode	49fb6451-91b7-4af2-8cd3-354539a77589	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/iakn-125z	SAN DIEGO CO	686475294	en	PhysicalObject	Skin Complete;  Skull Complete	148175	KU	963850ce-1ed8-11e3-bfac-90b11c41863e	NA	NA	NA	NA	NA	CHULA VISTA, 15 MI E OF	KUM	NA	963850ce-1ed8-11e3-bfac-90b11c41863e	SCHWARTZ A	NA	NA	NA	http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	NA	NA	NA	NA	NA	NA	NA	TotalLength: 220.0; TailLength: 130.0; HindFoot: 25.0; EarLength: 25.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Topozone 1:25000	NA	NA	NA	NA	NA	NA	NA	NA	2007-02-20	N Slade	NA	decimal degrees	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	University of Kansas Biodiversity Institute Mammalogy Collection	NA	NA	NA	NA	NA	NA	37698cd9-5f58-4eaf-a90e-f2fc871b832d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	593
Peromyscus californicus (Gambel, 1848)	-122.44103634345231	37.614214595941284	cdrep,txmathi	gbif	583475091	Peromyscus californicus (Gambel, 1848)	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10.386+00:00	2021-06-01T23:41:29.939+00:00	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	FEMALE	NA	2438028	1	44	359	1459	3240723	2437961	2438028	2438028	Peromyscus californicus (Gambel, 1848)	Animalia	Chordata	Rodentia	Cricetidae	Peromyscus	Peromyscus californicus	Peromyscus	californicus	SPECIES	ACCEPTED	LC	NORTH_AMERICA	California	1955	9	13	1955-09-13	NA	2021-06-01T23:41:29.939+00:00	NA	http://creativecommons.org/publicdomain/zero/1.0/legalcode	NA	FALSE	WGS84	Mammalia	US	United States of America	http://grscicoll.org/institution/california-academy-sciences	San Mateo Co.	583475091	en	PhysicalObject	SL; Bone sample	10872	CASC	urn:catalog:CAS:MAM:10872	North America; USA; California; San Mateo Co.	NA	13 Sep 1955	NA	unverified	North end San Andreas Lake	CASMAM	NA	urn:catalog:CAS:MAM:10872	A. R. Kinney	NA	256	Complete skeleton.	NA	NA	Animalia; Chordata; Mammalia; Rodentia; Cricetidae	NA	NA	927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://grscicoll.org/institutional-collection/mammalogy-0	Terrain Navigator 5.03 USGS 1:24,000	NA	NA	NA	NA	NA	NA	NA	97	http://grscicoll.org/institutional-collection/mammalogy-0	http://grscicoll.org/institution/california-academy-sciences	2002-12-22 00:00:00.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	594
Peromyscus californicus (Gambel, 1848)	-122.17798456070355	37.314609503199264	cdrep,txmathi,osiic,incomis,inmafu	gbif	1145697198	Peromyscus californicus (Gambel, 1848)	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07.414+00:00	2021-05-29T00:55:55.554+00:00	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	NA	2438028	1	44	359	1459	3240723	2437961	2438028	2438028	Peromyscus californicus (Gambel, 1848)	Animalia	Chordata	Rodentia	Cricetidae	Peromyscus	Peromyscus californicus	Peromyscus	californicus	SPECIES	ACCEPTED	LC	NORTH_AMERICA	California	1955	10	2	1955-10-02	2021-05-03T17:40:00.007+00:00	2021-05-29T00:55:55.554+00:00	http://arctos.database.museum/guid/MVZ:Mamm:128662	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	Santa Clara County	1145697198	en	PhysicalObject	skull; skin, study	MVZ:Mamm:128662	MVZ	http://arctos.database.museum/guid/MVZ:Mamm:128662?seid=1022046	North America, United States, California, Santa Clara County	ICZN	2 Oct 1955	275	unverified	1.75 mi W, 0.25 mi S Black Mt.	Mammal specimens	1 3/4 mi W, 1/4 mi S Black Mt.	http://arctos.database.museum/guid/MVZ:Mamm:128662?seid=1022046	Collector(s): Robert V. Golden	collector number=99	NA	NA	http://vertnet.org/resources/norms.html	NA	Animalia, Chordata, Mammalia, Rodentia, Myomorpha, Cricetidae, Neotominae, Peromyscus, Peromyscus californicus,	NA	1999-01-27T00:00:00	1609	640	NA	sex=male	NA	NA	Former nature_of_id: legacy.	NA	Museum of Vertebrate Zoology, University of California, Berkeley	NA	NA	A	NA	NA	28	Terrain Navigator 3.02 USGS 1:24000	1	0	unknown	NA	Thùy T. Tran	NA	1955-10-02	99	2001-06-26 00:00:00	Thùy T. Tran	not recorded	decimal degrees	http://arctos.database.museum/guid/MVZ:Mamm:128662	"[{""scientific_name"":""Peromyscus californicus parasiticus"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	595
Peromyscus californicus (Gambel, 1848)	-120.845956	35.373397	txmathi,colmafu	gbif	1656636377	Peromyscus californicus (Gambel, 1848)	431b19b9-b5b4-4bcb-ae11-072899dd4c52	a26fb77a-67a4-4a15-b2c3-0c7b87ddb8e6	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-26T15:20:32.081+00:00	2021-03-30T10:19:06.611+00:00	88	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	NA	NATIVE	2438028	1	44	359	1459	3240723	2437961	2438028	2438028	Peromyscus californicus (Gambel, 1848)	Animalia	Chordata	Rodentia	Cricetidae	Peromyscus	Peromyscus californicus	Peromyscus	californicus	SPECIES	ACCEPTED	LC	NORTH_AMERICA	California	1955	11	12	1955-11-12	2017-08-16T00:00:00.000+00:00	2021-03-30T10:19:06.611+00:00	http://portal.vertnet.org/o/csulb/mammals?id=1888	http://creativecommons.org/publicdomain/zero/1.0/legalcode	ffa867ad-5926-476b-bbb6-09be3b11b3c4	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/0vp2-jp6s	San Luis Obispo	1656636377	en	PhysicalObject	skin | skull	1888	CSULB	6318a371-bfd5-4297-8b96-1f091916aee9	North America | United States | California | San Luis Obispo County |  |  |  |	ICZN	1955-11-12	316	requires verification	Morro Bay	Mammals	North America | United States | California | San Luis Obispo County | Morro Bay	6318a371-bfd5-4297-8b96-1f091916aee9	H, C	NA	316	NA	http://vertnet.org/resources/norms.html	NA	Animalia | Chordata | Mammalia | Rodentia | Cricetidae | Peromyscus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	c33c9938-da09-40f8-835c-e3ff75dc4f50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	596
Peromyscus californicus (Gambel, 1848)	-122.22352456379801	37.857051013785885	cdrep,txmathi,osiic,incomis,inmafu	gbif	1145689967	Peromyscus californicus (Gambel, 1848)	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07.414+00:00	2021-05-29T00:56:01.387+00:00	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	NA	2438028	1	44	359	1459	3240723	2437961	2438028	2438028	Peromyscus californicus (Gambel, 1848)	Animalia	Chordata	Rodentia	Cricetidae	Peromyscus	Peromyscus californicus	Peromyscus	californicus	SPECIES	ACCEPTED	LC	NORTH_AMERICA	California	1955	12	28	1955-12-28	2021-04-03T08:20:00.006+00:00	2021-05-29T00:56:01.387+00:00	http://arctos.database.museum/guid/MVZ:Mamm:122114	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	Alameda County	1145689967	en	PhysicalObject	skull; skin, study	MVZ:Mamm:122114	MVZ	http://arctos.database.museum/guid/MVZ:Mamm:122114?seid=372302	North America, United States, California, Alameda County	ICZN	28 Dec 1955	362	unverified	Sherwick Drive and Bristol Drive, Oakland	Mammal specimens	Sherwich Dr. and Bristol Dr., Oakland	http://arctos.database.museum/guid/MVZ:Mamm:122114?seid=372302	Collector(s): Richard C. Banks	collector number=46	NA	NA	http://vertnet.org/resources/norms.html	NA	Animalia, Chordata, Mammalia, Rodentia, Myomorpha, Cricetidae, Neotominae, Peromyscus, Peromyscus californicus,	NA	1999-01-27T00:00:00	73	312	NA	sex=male	NA	NA	Former nature_of_id: legacy.	NA	Museum of Vertebrate Zoology, University of California, Berkeley	NA	NA	A	NA	NA	28	Terrain Navigator 5.03 USGS 1:24000	1	0	unknown	NA	Daniel J. Stewart	NA	1955-12-28	46	2002-08-14 00:00:00	Daniel J. Stewart	MaNIS georeferencing guidelines	decimal degrees	http://arctos.database.museum/guid/MVZ:Mamm:122114	"[{""scientific_name"":""Peromyscus californicus parasiticus"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	597
Peromyscus californicus (Gambel, 1848)	-117.0384135685843	33.137810998619926	cdrep,txmathi	gbif	583474614	Peromyscus californicus (Gambel, 1848)	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10.386+00:00	2021-06-01T23:41:35.027+00:00	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	MALE	NA	2438028	1	44	359	1459	3240723	2437961	2438028	2438028	Peromyscus californicus (Gambel, 1848)	Animalia	Chordata	Rodentia	Cricetidae	Peromyscus	Peromyscus californicus	Peromyscus	californicus	SPECIES	ACCEPTED	LC	NORTH_AMERICA	California	1954	1	15	1954-01-15	NA	2021-06-01T23:41:35.027+00:00	NA	http://creativecommons.org/publicdomain/zero/1.0/legalcode	NA	FALSE	WGS84	Mammalia	US	United States of America	http://grscicoll.org/institution/california-academy-sciences	San Diego Co.	583474614	en	PhysicalObject	SS	10740	CASC	urn:catalog:CAS:MAM:10740	North America; USA; California; San Diego Co.	NA	15 Jan 1954	NA	unverified	Orange Glenn	CASMAM	NA	urn:catalog:CAS:MAM:10740	B. Bailey	NA	15	NA	NA	NA	Animalia; Chordata; Mammalia; Rodentia; Cricetidae	NA	NA	925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://grscicoll.org/institutional-collection/mammalogy-0	Terrain Navigator 5.03 USGS 1:24,000	NA	NA	NA	NA	NA	NA	NA	5145	http://grscicoll.org/institutional-collection/mammalogy-0	http://grscicoll.org/institution/california-academy-sciences	2002-10-23 00:00:00.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	598
Peromyscus californicus (Gambel, 1848)	-117.042001	33.137407	colmafu	gbif	1262406402	Peromyscus californicus (Gambel, 1848)	96275bf2-8999-4869-95d5-4903a84391b0	84d451a0-644d-11de-b910-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-27T23:47:22.103+00:00	2021-03-30T12:01:45.785+00:00	110	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	NATIVE	2438028	1	44	359	1459	3240723	2437961	2438028	2438028	Peromyscus californicus (Gambel, 1848)	Animalia	Chordata	Rodentia	Cricetidae	Peromyscus	Peromyscus californicus	Peromyscus	californicus	SPECIES	ACCEPTED	LC	NORTH_AMERICA	California	1954	1	16	1954-01-16	2016-03-23T00:00:00.000+00:00	2021-03-30T12:01:45.785+00:00	http://portal.vertnet.org/o/uaz/mammals?id=uaz-15311	http://creativecommons.org/publicdomain/zero/1.0/legalcode	0e5cb0d9-7feb-4bf8-b455-92f1ad3d5819	FALSE	WGS84	Mammalia	US	United States of America	http://biocol.org/urn:lsid:biocol.org:col:34852	San Diego	1262406402	en	PhysicalObject	skin | skull	UAZ 15311	UAZ	urn:catalog:UAZ:Mammals:UAZ 15311	| United States of America | California | SAN DIEGO |  |  |  |	ICZN	16 January 1954	16	requires verification	Orange Glen	Mammals	United States of America | California | San Diego | Orange Glen	urn:catalog:UAZ:Mammals:UAZ 15311	James B. Dixon	NA	16	NA	http://vertnet.org/resources/norms.html	NA	|  |  | Rodentia | Myomorpha |  | Muroidea | Cricetidae | Neotominae |  | Peromyscus	NA	NA	NA	NA	NA	"{""earLengthInMM"":""24"", ""hindfootLengthInMM"":""26"", ""tail"":""120"", ""totalLength"":""231"" }"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	California Deermouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	d3fd143c-cbe2-4ef9-81f4-837ebdad4740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	599
Peromyscus californicus (Gambel, 1848)	-118.212439	34.083993	colmafu	gbif	1262409348	Peromyscus californicus (Gambel, 1848)	96275bf2-8999-4869-95d5-4903a84391b0	84d451a0-644d-11de-b910-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-27T23:47:22.103+00:00	2021-03-30T12:01:45.347+00:00	110	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	NATIVE	2438028	1	44	359	1459	3240723	2437961	2438028	2438028	Peromyscus californicus (Gambel, 1848)	Animalia	Chordata	Rodentia	Cricetidae	Peromyscus	Peromyscus californicus	Peromyscus	californicus	SPECIES	ACCEPTED	LC	NORTH_AMERICA	California	1954	1	16	1954-01-16	2016-03-23T00:00:00.000+00:00	2021-03-30T12:01:45.347+00:00	http://portal.vertnet.org/o/uaz/mammals?id=uaz-18218	http://creativecommons.org/publicdomain/zero/1.0/legalcode	0e5cb0d9-7feb-4bf8-b455-92f1ad3d5819	FALSE	WGS84	Mammalia	US	United States of America	http://biocol.org/urn:lsid:biocol.org:col:34852	Los Angeles	1262409348	en	PhysicalObject	skin | skull	UAZ 18218	UAZ	urn:catalog:UAZ:Mammals:UAZ 18218	| United States of America | California | LOS ANGELES |  |  |  |	ICZN	16 January 1954	16	requires verification	3347 Griffin-L.A., San Gabriel Mts.	Mammals	United States of America | California | Los Angeles | 3347 Griffin-L.A., San Gabriel Mts.	urn:catalog:UAZ:Mammals:UAZ 18218	Myron V. Honn	NA	16	NA	http://vertnet.org/resources/norms.html	NA	|  |  | Rodentia | Myomorpha |  | Muroidea | Cricetidae | Neotominae |  | Peromyscus	NA	NA	NA	NA	NA	"{""earLengthInMM"":""19"", ""hindfootLengthInMM"":""25"", ""tail"":""130"", ""totalLength"":""229"" }"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	California Deermouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	d3fd143c-cbe2-4ef9-81f4-837ebdad4740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	600
Peromyscus californicus (Gambel, 1848)	-118.461944	34.6575	cdround,txmathi,colmafu	gbif	735681937	Peromyscus californicus (Gambel, 1848)	75018539-6328-41de-b875-7c2e61dc1635	78678140-1815-11da-9544-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-28T06:54:30.131+00:00	2021-03-30T11:01:28.840+00:00	129	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	NA	NATIVE	2438028	1	44	359	1459	3240723	2437961	2438028	2438028	Peromyscus californicus (Gambel, 1848)	Animalia	Chordata	Rodentia	Cricetidae	Peromyscus	Peromyscus californicus	Peromyscus	californicus	SPECIES	ACCEPTED	LC	NORTH_AMERICA	California	1954	5	30	1954-05-30	2014-10-10T00:00:00.000+00:00	2021-03-30T11:01:28.840+00:00	NA	http://creativecommons.org/publicdomain/zero/1.0/legalcode	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1	FALSE	WGS84	Mammalia	US	United States of America	urn:lsid:biocol.org:col:34834	Los Angeles	735681937	en	PhysicalObject	NA	7473	SBMNH	urn:catalog:SBMNH:MAM:7473	North America;United States;California;Los Angeles County;;;;	ICZN	NA	150	requires verification	San Gabriel Mts.; Elizabeth Lake Canyon	MAM	North America; United States; California; Los Angeles County; ; ; ;	urn:catalog:SBMNH:MAM:7473	NA	NA	150	NA	NA	NA	Animalia:Chordata:Mammalia:Rodentia:Cricetidae:Peromyscus	NA	NA	NA	914.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9c963d06-c0ae-42b7-935e-504bd59fd7de	3000 ft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	601
Peromyscus californicus (Gambel, 1848)	-122.42877624246172	37.62784439208868	cdrep,incomis	gbif	45882503	Peromyscus californicus (Gambel, 1848)	847e2306-f762-11e1-a439-00145eb45e9a	c361e830-181e-11da-9544-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-29T02:25:52.861+00:00	2021-03-30T11:31:22.954+00:00	110	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	NATIVE	2438028	1	44	359	1459	3240723	2437961	2438028	2438028	Peromyscus californicus (Gambel, 1848)	Animalia	Chordata	Rodentia	Cricetidae	Peromyscus	Peromyscus californicus	Peromyscus	californicus	SPECIES	ACCEPTED	LC	NORTH_AMERICA	California	1954	9	27	1954-09-27	NA	2021-03-30T11:31:22.954+00:00	http://portal.vertnet.org/o/lsumz/mammals?id=6854	http://creativecommons.org/publicdomain/zero/1.0/legalcode	07bba8b3-fc1d-4983-b9de-39c13d9d1232	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/ew6z-dwdm	San Mateo	45882503	en	PhysicalObject	Skin-1, Skull-1	6854	LSUMZ	urn:catalog:LSUMZ:Mammals:6854	North America | USA | California | San Mateo Co. |  |  |  |	ICZN	1954-09-27	270	requires verification	1 mi W San Bruno	Mammals	North America | USA | California | San Mateo Co. | 1 mi W San Bruno	urn:catalog:LSUMZ:Mammals:6854	Ziegler, A. C.	NA	270	NA	http://vertnet.org/resources/norms.html	NA	Animalia | Chordata | Mammalia | Rodentia | Muridae | Peromyscus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2002-12-22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	602
