name	longitude	latitude	issues	prov	key	scientificName	datasetKey	publishingOrgKey	installationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	hostingOrganizationKey	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	infraspecificEpithet	taxonRank	taxonomicStatus	dateIdentified	coordinateUncertaintyInMeters	elevation	elevationAccuracy	continent	stateProvince	year	month	day	eventDate	modified	lastInterpreted	references	license	institutionKey	isInCluster	geodeticDatum	class	countryCode	country	institutionID	dynamicProperties	county	identificationVerificationStatus	gbifID	language	type	preparations	locationAccordingTo	catalogNumber	institutionCode	eventTime	identifiedBy	identifier	georeferencedDate	higherGeography	nomenclaturalCode	verbatimEventDate	georeferencedBy	georeferenceProtocol	endDayOfYear	georeferenceVerificationStatus	locality	verbatimCoordinateSystem	collectionCode	verbatimLocality	occurrenceID	recordedBy	otherCatalogNumbers	organismID	previousIdentifications	identificationQualifier	samplingProtocol	accessRights	higherClassification	collectionID	georeferenceSources	establishmentMeans	iucnRedListCategory	startDayOfYear	occurrenceRemarks	bibliographicCitation	collectionKey	verbatimElevation	reproductiveCondition	recordNumber	datasetName	individualCount	habitat	eventRemarks	identificationRemarks	locationRemarks	lifeStage	georeferenceRemarks	rightsHolder	fieldNumber	disposition	ownerInstitutionCode	datasetID	vernacularName	http://unknown.org/recordId	taxonID	rights	http://unknown.org/recordEnteredBy	projectId	depth	depthAccuracy	namePublishedInYear	nameAccordingTo	acceptedNameUsage	locationID	parentNameUsage	identificationID	municipality	taxonRemarks	fieldNotes	islandGroup	island	typeStatus	informationWithheld	higherGeographyID	associatedTaxa	occID
Scapanus latimanus caurinus F.G.Palmer, 1937	-122.33853	38.31666	osiic,incomis,inmafu	gbif	1229679066	Scapanus latimanus caurinus F.G.Palmer, 1937	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:56Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	6163427	1	44	359	803	9469	2436187	2436194	6163427	Scapanus latimanus caurinus F.G.Palmer, 1937	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	caurinus	SUBSPECIES	ACCEPTED	2013-06-13T00:00:00Z	71	NA	NA	NORTH_AMERICA	California	2013	6	13	2013-06-13	2021-05-13T22:40:00Z	2021-05-29T00:55:56Z	http://arctos.database.museum/guid/MVZ:Mamm:232187	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=male;total length=175 mm;tail length=36 mm;hind foot with claw=22 mm;ear from notch=0 mm;weight=90.7 g;reproductive data=testis 2x3 mm	Napa County	relationship	1229679066	en	PhysicalObject	skin; skull; tissue (frozen); skeleton	Monica J. Albe	MVZ:Mamm:232187	MVZ	2013-06-13	Monica J. Albe	http://arctos.database.museum/guid/MVZ:Mamm:232187?seid=2708134	2013-06-13 00:00:00	North America, United States, California, Napa County	ICZN	13 June 2013	Monica J. Albe	MaNIS georeferencing guidelines	164	unverified	2930 Redwood Rd., Napa	decimal degrees	Mammal specimens	2930 Redwood Road, Napa (home of R. E. Jones)	http://arctos.database.museum/guid/MVZ:Mamm:232187?seid=2708134	Collector(s): Robert E. Jones; Preparator(s): Monica J. Albe	MVZ Prep Lab Catalog=2764	http://arctos.database.museum/guid/MVZ:Mamm:232187	"[{""scientific_name"":""Scapanus latimanus caurinus"",""nature_of_id"":""relationship"",""accepted_id_fg"":1,""made_date"":""2013-06-13"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: ID of kin."",""idby"":""Monica J. Albe"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Talpidae, Scalopinae, Scalopini, Scapanus, Scapanus latimanus,	28	Google Maps, v.2, Google Imagery 2010, DigitalGlobe, GeoEye, USGS Map Service 2010.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	Former nature_of_id: ID of kin.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11
Scapanus latimanus latimanus	-122.17529	37.9043	osiic,incomis,inmafu	gbif	1145811954	Scapanus latimanus latimanus	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:56Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	7194111	1	44	359	803	9469	2436187	2436194	7194111	Scapanus latimanus latimanus	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	latimanus	SUBSPECIES	ACCEPTED	NA	43	NA	NA	NORTH_AMERICA	California	2013	11	8	2013-11-08	NA	2021-05-29T00:55:56Z	http://arctos.database.museum/guid/MVZ:Mamm:232054	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=male;total length=182 mm;tail length=45 mm;hind foot with claw=21 mm;ear from notch=0 mm;weight=72.3 g;reproductive data=Photo taken of testes.	Contra Costa County	geographic distribution	1145811954	en	PhysicalObject	skin; skull; tissue (frozen); skeleton, partial	Christopher J. Conroy	MVZ:Mamm:232054	MVZ	2013-11-08	Anna Petrosky	http://arctos.database.museum/guid/MVZ:Mamm:232054?seid=2643274	2015-05-29 00:00:00	North America, United States, California, Contra Costa County	ICZN	8 Nov 2013	Christopher J. Conroy	GeoLocate	312	accepted	629 Miner Rd., Orinda	decimal degrees	Mammal specimens	629 Miner Rd., Orinda, Contra Costa County, California	http://arctos.database.museum/guid/MVZ:Mamm:232054?seid=2643274	Collector(s): Anita K. Pearson; Preparator(s): Rika DeVore	MVZ Prep Lab Catalog=3382	http://arctos.database.museum/guid/MVZ:Mamm:232054	"[{""scientific_name"":""Scapanus latimanus latimanus"",""nature_of_id"":""geographic distribution"",""accepted_id_fg"":1,""made_date"":null,""short_citation"":null,""publication_id"":null,""identification_remarks"":null,""idby"":""Anna Petrosky"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Talpidae, Scalopinae, Scalopini, Scapanus, Scapanus latimanus,	28	GeoLocate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	Former verification status: checked by curator.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12
Scapanus latimanus occultus Grinnell & Swarth, 1912	-118.636853	34.106169	colmafu,inmafu	gbif	2540713111	Scapanus latimanus occultus Grinnell & Swarth, 1912	7a25f7aa-03fb-4322-aaeb-66719e1a9527	493fe050-055d-11d8-b84f-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-28T07:21:59Z	2021-03-30T11:02:23Z	147	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	6163433	1	44	359	803	9469	2436187	2436194	6163433	Scapanus latimanus occultus Grinnell & Swarth, 1912	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	occultus	SUBSPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	2013	12	15	2013-12-15	2019-12-29T00:00:00Z	2021-03-30T11:02:23Z	http://portal.vertnet.org/o/lacm/mammals?id=ce4f2b9f-c898-455c-97b0-344342f8be2e	http://creativecommons.org/publicdomain/zero/1.0/legalcode	2fc908ba-e775-49e2-bffe-6b9041c3b70f	FALSE	WGS84	Mammalia	US	United States of America	http://biocol.org/urn:lsid:biocol:org:34802	"{""measurements"":""140-31-19-0"",""weightInGrams"":""39.0"" }"	Los Angeles	NA	2540713111	en	PhysicalObject	Skin, skull and body skeleton	NA	097972	LACM	NA	NA	ce4f2b9f-c898-455c-97b0-344342f8be2e	NA	| United States | California | Los Angeles Co |  |  |  |	ICZN	12/15/2013	NA	NA	349	requires verification	Red Rock Road, 2.25 miles NW of Topanga	decimal degrees	Mammals	United States | California | Los Angeles Co | Red Rock Road, 2.25 miles NW of Topanga	ce4f2b9f-c898-455c-97b0-344342f8be2e	Ellsworth, K and Benner, L; Symonds, M J	NA	NA	NA	NA	NA	http://vertnet.org/resources/norms.html	Soricomorpha | Talpidae | Scapanus	http://biocol.org/urn:lsid:biocol:org:34897	NA	NATIVE	NA	349	prep by M J Symonds, 1/20/2016 tissues saved	ce4f2b9f-c898-455c-97b0-344342f8be2e. LACM Vertebrates. http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts.	0b9fbf2e-5af8-4b06-9537-647eb8439783	330	testes: 10 x 6	MJS 2	LACM Vertebrates	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13
Scapanus latimanus (Bachman, 1842)	-122.045014	36.979348	gass84	gbif	2901015589	Scapanus latimanus (Bachman, 1842)	3abe0ed3-371f-49ab-bc4f-ac1887e04983	f753171f-d38a-44fd-af85-40818746b336	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T01:05:03Z	2021-05-29T01:05:11Z	85	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	NA	2436194	1	44	359	803	9469	2436187	2436194	2436194	Scapanus latimanus (Bachman, 1842)	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	NA	SPECIES	ACCEPTED	2012-02-01T00:00:00Z	137	NA	NA	NORTH_AMERICA	California	2012	2	1	2012-02-01	2021-05-14T14:10:00Z	2021-05-29T01:05:11Z	http://arctos.database.museum/guid/UCSC:Mamm:875	http://creativecommons.org/publicdomain/zero/1.0/legalcode	NA	FALSE	WGS84	Mammalia	US	United States of America	UCSC	total length=145 mm;tail length=35 mm;hind foot with claw=15 mm;ear from notch=0 mm	Santa Cruz County	features	2901015589	en	PhysicalObject	skull; skin, study	Bryan Hou	UCSC:Mamm:875	UCSC	2012-02-01	Alan Cao	http://arctos.database.museum/guid/UCSC:Mamm:875?seid=4896145	2021-03-11 00:00:00	North America, United States, California, Santa Cruz County	ICZN	1-Feb-12	Bryan Hou	GeoLocate	32	accepted	Kalkar Drive	NA	Mammal specimens	USA: CA: Santa Cruz County: Kalkar Drive	http://arctos.database.museum/guid/UCSC:Mamm:875?seid=4896145	Collector(s): Christian Schwarz; Preparator(s): Alan Cao; Victoria Power	NA	http://arctos.database.museum/guid/UCSC:Mamm:875	"[{""scientific_name"":""Scapanus latimanus"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":""2012-02-01"",""short_citation"":null,""publication_id"":null,""identification_remarks"":null,""idby"":""Alan Cao"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Talpidae, Scalopinae, Scalopini, Scapanus,	192	GeoLocate	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14
Scapanus latimanus (Bachman, 1842)	-116.946229	32.725232	gass84,gdativ,incomis	gbif	2381411140	Scapanus latimanus (Bachman, 1842)	a9ae9ece-e753-4fb9-8595-a37d0f5aa59c	8a471700-4ce8-11db-b80e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-26T02:13:48Z	2021-03-30T12:20:16Z	56	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	2436194	1	44	359	803	9469	2436187	2436194	2436194	Scapanus latimanus (Bachman, 1842)	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	NA	SPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	2012	3	26	2012-03-26	2020-11-12T00:00:00Z	2021-03-30T12:20:16Z	http://portal.vertnet.org/o/sdnhm/mammals?id=urn-catalog-sdnhm-mammals-25184	http://creativecommons.org/publicdomain/zero/1.0/legalcode	52ed0034-fd58-4f17-95e5-d565fc9f068e	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/4ksk-xsw5	NA	San Diego	NA	2381411140	en	PhysicalObject	skin & skull	NA	25184	SDNHM	NA	NA	urn:catalog:SDNHM:Mammals:25184	NA	| USA | California | San Diego |  |  |  |	ICZN	3/26/2012	NA	NA	86	requires verification	Sweetwater River 1.1 mi. S Jamacha Junction	NA	Mammals	USA | California | San Diego | Sweetwater River 1.1 mi. S Jamacha Junction	urn:catalog:SDNHM:Mammals:25184	B. Basom	NA	NA	NA	NA	NA	http://vertnet.org/resources/norms.html	Scapanus	NA	NA	NATIVE	LC	86	skin & skull; rec. from John Martin	urn:catalog:SDNHM:Mammals:25184. http://ipt.vertnet.org:8080/ipt/manage/resource.do?r=sdnhm-mammals.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15
Scapanus latimanus (Bachman, 1842)	-116.685606	33.77117	gass84,gdativ,incomis	gbif	2381410828	Scapanus latimanus (Bachman, 1842)	a9ae9ece-e753-4fb9-8595-a37d0f5aa59c	8a471700-4ce8-11db-b80e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-26T02:13:48Z	2021-03-30T12:20:16Z	56	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	2436194	1	44	359	803	9469	2436187	2436194	2436194	Scapanus latimanus (Bachman, 1842)	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	NA	SPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	2012	6	27	2012-06-27	2020-11-12T00:00:00Z	2021-03-30T12:20:16Z	http://portal.vertnet.org/o/sdnhm/mammals?id=urn-catalog-sdnhm-mammals-25079	http://creativecommons.org/publicdomain/zero/1.0/legalcode	52ed0034-fd58-4f17-95e5-d565fc9f068e	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/4ksk-xsw5	NA	Riverside	NA	2381410828	en	PhysicalObject	skin & skull	NA	25079	SDNHM	NA	NA	urn:catalog:SDNHM:Mammals:25079	NA	| USA | California | Riverside |  |  |  |	ICZN	6/27/2012	NA	NA	179	requires verification	San Jacinto Mts., Strawberry Creek, 0.3 mi. N Humber Park	NA	Mammals	USA | California | Riverside | San Jacinto Mts., Strawberry Creek, 0.3 mi. N Humber Park	urn:catalog:SDNHM:Mammals:25079	N. A. Mason, P. Unitt	IW 18	NA	NA	NA	NA	http://vertnet.org/resources/norms.html	Scapanus	NA	NA	NATIVE	LC	179	skin & skull	urn:catalog:SDNHM:Mammals:25079. http://ipt.vertnet.org:8080/ipt/manage/resource.do?r=sdnhm-mammals.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16
Scapanus latimanus (Bachman, 1842)	-121.07913	35.53917	NA	gbif	1584438210	Scapanus latimanus (Bachman, 1842)	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10Z	2021-06-01T23:41:35Z	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	FEMALE	2436194	1	44	359	803	9469	2436187	2436194	2436194	Scapanus latimanus (Bachman, 1842)	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	NA	SPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	2011	3	10	2011-03-10	NA	2021-06-01T23:41:35Z	NA	http://creativecommons.org/publicdomain/zero/1.0/legalcode	NA	FALSE	WGS84	Mammalia	US	United States of America	http://grscicoll.org/institution/california-academy-sciences	Tail=27mm; Foot=20.8mm; Weight=56.2g; Length=150mm	San Luis Obispo Co.	NA	1584438210	en	PhysicalObject	SN; TISSUE	NA	32013	CASC	NA	NA	urn:catalog:CAS:MAM:32013	http://grscicoll.org/institutional-collection/mammalogy-0	North America; USA; California; San Luis Obispo Co.	NA	10 March 2011	http://grscicoll.org/institution/california-academy-sciences	2011-03-10 00:00:00.0	NA	unverified	Cambria, Rancho Marino Reserve, on a trail	NA	CASMAM	NA	urn:catalog:CAS:MAM:32013	Galen B. Rathbun	NA	NA	NA	NA	NA	NA	Animalia; Chordata; Mammalia; Insectivora; Talpidae	http://grscicoll.org/institutional-collection/mammalogy-0	GPS	NA	LC	69	Study skin, mandibles, and tissues. Skull crushed, only mandibles saved.	NA	NA	NA	Gonads not noted.	MHM088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17
Scapanus latimanus latimanus	-121.736948	37.381714	osiic,incomis,inmafu	gbif	1145807917	Scapanus latimanus latimanus	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:56Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	7194111	1	44	359	803	9469	2436187	2436194	7194111	Scapanus latimanus latimanus	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	latimanus	SUBSPECIES	ACCEPTED	NA	111	NA	NA	NORTH_AMERICA	California	2010	5	9	2010-05-09	2021-04-24T10:00:00Z	2021-05-29T00:55:56Z	http://arctos.database.museum/guid/MVZ:Mamm:228303	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=male;total length=142 mm;tail length=39 mm;hind foot with claw=20 mm;ear from notch=0 mm;weight=64.4 g;reproductive data=testes abdominal, 4x2mm	Santa Clara County	features	1145807917	en	PhysicalObject	skull; tissue (frozen); tissue (frozen) sample; skeleton	Christopher J. Conroy	MVZ:Mamm:228303	MVZ	2010-05-09	Jeff T. Wilcox	http://arctos.database.museum/guid/MVZ:Mamm:228303?seid=1909964	2013-01-22 00:00:00	North America, United States, California, Santa Clara County	ICZN	9 May 2010	Christopher J. Conroy	MaNIS georeferencing guidelines	129	unverified	White Cabin at Blue Oak Ranch Reserve	decimal degrees	Mammal specimens	Near cabin, Blue Oak Ranch, Santa Clara County, California	http://arctos.database.museum/guid/MVZ:Mamm:228303?seid=1909964	Collector(s): Jeff T. Wilcox; Preparator(s): Philip Kahn	MVZ Prep Lab Catalog=2331	http://arctos.database.museum/guid/MVZ:Mamm:228303	"[{""scientific_name"":""Scapanus latimanus latimanus"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":null,""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: expert."",""idby"":""Jeff T. Wilcox"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Talpidae, Scalopinae, Scalopini, Scapanus, Scapanus latimanus,	28	Google Earth 22 Oct 2007 Tele Atlas, Europa Technologies	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	Former nature_of_id: expert.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18
Scapanus latimanus latimanus	-121.741971	37.380656	gass84,gdativ,osiic,incomis,inmafu	gbif	1145807955	Scapanus latimanus latimanus	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:56:06Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	7194111	1	44	359	803	9469	2436187	2436194	7194111	Scapanus latimanus latimanus	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	latimanus	SUBSPECIES	ACCEPTED	NA	189	NA	NA	NORTH_AMERICA	California	2010	5	11	2010-05-11	2021-05-12T05:30:00Z	2021-05-29T00:56:06Z	http://arctos.database.museum/guid/MVZ:Mamm:228304	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=male;total length=67 mm;tail length=27 mm;hind foot with claw=19 mm;ear from notch=0 mm;weight=67.6 g	Santa Clara County	features	1145807955	en	PhysicalObject	skull; tissue (frozen); tissue (frozen) sample; skeleton	Christopher J. Conroy	MVZ:Mamm:228304	MVZ	2010-05-11	Jeff T. Wilcox	http://arctos.database.museum/guid/MVZ:Mamm:228304?seid=1909965	2013-01-22 00:00:00	North America, United States, California, Santa Clara County	ICZN	11 May 2010	Christopher J. Conroy	MaNIS georeferencing guidelines	131	unverified	~100 yds. W Big Lake, Blue Oak Ranch Reserve	decimal degrees	Mammal specimens	~100 yards west Big Lake , Blue Oak Ranch Reserve, San Jose, Santa Clara County, California	http://arctos.database.museum/guid/MVZ:Mamm:228304?seid=1909965	Collector(s): Jeff T. Wilcox; Preparator(s): Ashley Perez	MVZ Prep Lab Catalog=2336	http://arctos.database.museum/guid/MVZ:Mamm:228304	"[{""scientific_name"":""Scapanus latimanus latimanus"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":null,""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: expert."",""idby"":""Jeff T. Wilcox"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Talpidae, Scalopinae, Scalopini, Scapanus, Scapanus latimanus,	28	Google Maps	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	Former nature_of_id: expert.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19
Scapanus latimanus latimanus	-121.740167	37.373615	gass84,gdativ,osiic,incomis,inmafu	gbif	1145807957	Scapanus latimanus latimanus	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:56Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	7194111	1	44	359	803	9469	2436187	2436194	7194111	Scapanus latimanus latimanus	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	latimanus	SUBSPECIES	ACCEPTED	NA	1637	NA	NA	NORTH_AMERICA	California	2010	5	26	2010-05-26	2021-04-24T10:00:00Z	2021-05-29T00:55:56Z	http://arctos.database.museum/guid/MVZ:Mamm:228302	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=female;total length=161 mm;tail length=22 mm;hind foot with claw=19 mm;ear from notch=0 mm;weight=87.3 g;reproductive data=uterus floppy and vascularized	Santa Clara County	features	1145807957	en	PhysicalObject	skull; tissue (frozen); tissue (frozen) sample; skeleton	Christopher J. Conroy	MVZ:Mamm:228302	MVZ	2010-05-26	Jeff T. Wilcox	http://arctos.database.museum/guid/MVZ:Mamm:228302?seid=1909963	2013-01-22 00:00:00	North America, United States, California, Santa Clara County	ICZN	26 May 2010	Christopher J. Conroy	GeoLocate	146	unverified	Alum Rock Falls Rd., 0.8 mi NW Blue Oak Ranch Reserve gate	decimal degrees	Mammal specimens	Alum Rock Falls Road, half mile NW of BORR Gate, Santa Clara County, California	http://arctos.database.museum/guid/MVZ:Mamm:228302?seid=1909963	Collector(s): Jeff T. Wilcox; Preparator(s): Casie G. Lee	MVZ Prep Lab Catalog=2330	http://arctos.database.museum/guid/MVZ:Mamm:228302	"[{""scientific_name"":""Scapanus latimanus latimanus"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":null,""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: expert."",""idby"":""Jeff T. Wilcox"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Talpidae, Scalopinae, Scalopini, Scapanus, Scapanus latimanus,	28	GeoLocate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	Former nature_of_id: expert.	Closest distance from BORR gate to any point on Alum Rock Falls Rd. is actually ~0.8 mi away.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20
