name	longitude	latitude	issues	prov	key	scientificName	datasetKey	publishingOrgKey	installationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	hostingOrganizationKey	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	infraspecificEpithet	taxonRank	taxonomicStatus	dateIdentified	coordinateUncertaintyInMeters	continent	stateProvince	year	month	day	eventDate	modified	lastInterpreted	references	license	institutionKey	isInCluster	geodeticDatum	class	countryCode	country	habitat	institutionID	dynamicProperties	county	identificationVerificationStatus	gbifID	language	type	preparations	locationAccordingTo	catalogNumber	institutionCode	eventTime	identificationRemarks	identifiedBy	identifier	georeferencedDate	higherGeography	nomenclaturalCode	verbatimEventDate	georeferencedBy	georeferenceProtocol	endDayOfYear	georeferenceVerificationStatus	locality	verbatimCoordinateSystem	collectionCode	verbatimLocality	occurrenceID	recordedBy	otherCatalogNumbers	organismID	previousIdentifications	identificationQualifier	samplingProtocol	accessRights	higherClassification	collectionID	georeferenceSources	establishmentMeans	iucnRedListCategory	startDayOfYear	occurrenceRemarks	bibliographicCitation	individualCount	eventRemarks	recordNumber	elevation	elevationAccuracy	locationRemarks	projectId	depth	depthAccuracy	rightsHolder	namePublishedInYear	taxonID	vernacularName	nameAccordingTo	acceptedNameUsage	datasetName	locationID	ownerInstitutionCode	datasetID	parentNameUsage	identificationID	lifeStage	collectionKey	verbatimElevation	reproductiveCondition	georeferenceRemarks	fieldNumber	namePublishedIn	associatedSequences	disposition	island	typeStatus	higherGeographyID	occID
Sorex ornatus ornatus	-116.68067233615965	33.77134201975054	cdrep,cdround,osiic,incomis,inmafu	gbif	1145693903	Sorex ornatus ornatus	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:55Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	7059216	1	44	359	803	5534	2435935	2436078	7059216	Sorex ornatus ornatus	Animalia	Chordata	Soricomorpha	Soricidae	Sorex	Sorex ornatus	Sorex	ornatus	ornatus	SUBSPECIES	ACCEPTED	1999-01-27T00:00:00Z	161	NORTH_AMERICA	California	1954	5	1	1954-05-01	2021-05-03T03:50:00Z	2021-05-29T00:55:55Z	http://arctos.database.museum/guid/MVZ:Mamm:125642	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	NA	MVZ	sex=male	Riverside County	unknown	1145693903	en	PhysicalObject	skin, study	Hasanthi P. Wijesekera	MVZ:Mamm:125642	MVZ	1954-05-01	Former nature_of_id: legacy.	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:125642?seid=1492760	1999-10-08 00:00:00	North America, United States, California, Riverside County	ICZN	1 May 1954	Hasanthi P. Wijesekera	not recorded	121	unverified	Jolley Springs, 2 mi N Idyllwild, San Jacinto Mts.	decimal degrees	Mammal specimens	Jolly Springs, 2 mi N Idyllwild, San Jacinto Mts.	http://arctos.database.museum/guid/MVZ:Mamm:125642?seid=1492760	Collector(s): N. B. McCulloch	collector number=295	http://arctos.database.museum/guid/MVZ:Mamm:125642	"[{""scientific_name"":""Sorex ornatus ornatus"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Soricidae, Soricinae, Soricini, Sorex, Otisorex, Sorex ornatus,	28	Terrain Navigator 3.02 USGS 1:100000	NA	NA	NA	NA	NA	1	NA	295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	398
Sorex ornatus ornatus	-116.68007	33.77136	cdround,gass84,gdativ,typstativ,osiic,ambcol,inmano	gbif	1897612066	Sorex ornatus ornatus	4a3421d3-e83f-4d30-b0b9-6658c9f047b6	ff90b050-c256-11db-b71b-b8a03c50a862	e081c7d7-2dab-42fd-94c4-9f275767fe7d	MX	DWC_ARCHIVE	2021-03-26T09:04:37Z	2021-03-30T10:23:01Z	85	ff90b050-c256-11db-b71b-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	NA	7059216	1	44	359	803	5534	2435935	2436078	7059216	Sorex ornatus ornatus	Animalia	Chordata	Soricomorpha	Soricidae	Sorex	Sorex ornatus	Sorex	ornatus	ornatus	SUBSPECIES	ACCEPTED	NA	NA	NA	California	1954	5	1	1954-05-01	2019-09-21T00:00:00Z	2021-03-30T10:23:01Z	NA	http://creativecommons.org/licenses/by/4.0/legalcode	NA	FALSE	WGS84	Mammalia	US	United States of America	NA	558	Modelo Distribución: 1	NO DISPONIBLE	NA	1897612066	es	Event	NA	NA	125642	MVZ-UCB	NA	NA	NO DISPONIBLE	urn:catalog:MVZ-UCB:MVZ:125642:9e9360253534f760f7443c1669f36c6e	NA	NA	NA	NA	NA	NA	NA	NA	Jolley Springs, 2 Mi N Idyllwild, San Jacinto Mts.	grados minutos segundos	MVZ	NA	urn:catalog:MVZ-UCB:MVZ:125642:9e9360253534f760f7443c1669f36c6e	N. B. Mcculloch	NA	NA	NA	NA	NA	NA	Animalia; Chordata; Mammalia; Soricomorpha; Soricidae; Sorex; ornatus	2563	NA	NA	NA	121	NA	Sánchez-Cordero V. y L. Guevara. 2016. Modelado de la distribución potencial de las musarañas (Mammalia, Soricidae). Instituto de Biología. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto JM044. Ciudad de México	1	NA	NA	0	0	NA	SNIB-JM044-JM0441505F_SIB2016.10.19-ND	0	0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	1895	80ec160beba54fc6e0cfa43a1033ea5a	musaraña adornada	Ramírez-Pulido, González-Ruiz, Gardner & Arroyo-Cabrales, 2014	Sorex ornatus subsp. ornatus	Modelado de la distribución potencial de las musarañas (Mammalia, Soricidae)	1667	Museum of Vertebrate Zoology, University of California, Berkeley	9e9360253534f760f7443c1669f36c6e	Sorex	7785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	399
Sorex ornatus californicus Merriam, 1895	-121.82297315012516	38.44543179997946	cdrep,osiic,incomis,inmafu	gbif	1145758094	Sorex ornatus californicus Merriam, 1895	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:47Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	8914225	1	44	359	803	5534	2435935	2436078	7059216	Sorex ornatus ornatus	Animalia	Chordata	Soricomorpha	Soricidae	Sorex	Sorex ornatus	Sorex	ornatus	californicus	SUBSPECIES	SYNONYM	1999-01-27T00:00:00Z	1851	NORTH_AMERICA	California	1953	1	2	1953-01-02	2021-04-11T03:50:00Z	2021-05-29T00:55:47Z	http://arctos.database.museum/guid/MVZ:Mamm:183409	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	NA	MVZ	sex=male	Solano County	unknown	1145758094	en	PhysicalObject	skull; skin, study	Kristina H. Yamamoto	MVZ:Mamm:183409	MVZ	1953-01-02	Former nature_of_id: legacy.	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:183409?seid=51197	2002-01-25 00:00:00	North America, United States, California, Solano County	ICZN	2 Jan 1953	Kristina H. Yamamoto	not recorded	2	unverified	vicinity of Dixon	decimal degrees	Mammal specimens	vicinity Dixon	http://arctos.database.museum/guid/MVZ:Mamm:183409?seid=51197	Collector(s): McKay	NA	http://arctos.database.museum/guid/MVZ:Mamm:183409	"[{""scientific_name"":""Sorex ornatus californicus"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Soricidae, Soricinae, Soricini, Sorex, Otisorex, Sorex ornatus,	28	Terrain Navigator 3.02 USGS 1:24000	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	400
Sorex ornatus californicus Merriam, 1895	-121.62222234856696	37.583483925066425	cdrep,cdround,osiic,incomis,inmafu	gbif	1145684252	Sorex ornatus californicus Merriam, 1895	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:56:00Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	NA	8914225	1	44	359	803	5534	2435935	2436078	7059216	Sorex ornatus ornatus	Animalia	Chordata	Soricomorpha	Soricidae	Sorex	Sorex ornatus	Sorex	ornatus	californicus	SUBSPECIES	SYNONYM	1999-01-27T00:00:00Z	3792	NORTH_AMERICA	California	1953	3	1	1953-03-01	2021-05-22T18:00:00Z	2021-05-29T00:56:00Z	http://arctos.database.museum/guid/MVZ:Mamm:116948	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	NA	MVZ	sex=unknown	Alameda County	unknown	1145684252	en	PhysicalObject	skull; skin, study	Daniel J. Stewart	MVZ:Mamm:116948	MVZ	1953-03-01	Former nature_of_id: legacy.	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:116948?seid=786450	2002-08-14 00:00:00	North America, United States, California, Alameda County	ICZN	1 Mar 1953	Daniel J. Stewart	MaNIS georeferencing guidelines	60	unverified	Arroyo Mocho, 11.5 mi SE Livermore	decimal degrees	Mammal specimens	Arroyo Mocho, 11 1/2 mi SE Livermore	http://arctos.database.museum/guid/MVZ:Mamm:116948?seid=786450	Collector(s): Richard G. Zweifel	collector number=2031	http://arctos.database.museum/guid/MVZ:Mamm:116948	"[{""scientific_name"":""Sorex ornatus californicus"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Soricidae, Soricinae, Soricini, Sorex, Otisorex, Sorex ornatus,	28	Terrain Navigator 5.03 USGS 1:24000	NA	NA	NA	NA	NA	1	NA	2031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	401
Sorex ornatus ornatus	-118.4737	34.087	cdround,gass84,gdativ,typstativ,osiic,ambcol,inmano	gbif	1897612100	Sorex ornatus ornatus	4a3421d3-e83f-4d30-b0b9-6658c9f047b6	ff90b050-c256-11db-b71b-b8a03c50a862	e081c7d7-2dab-42fd-94c4-9f275767fe7d	MX	DWC_ARCHIVE	2021-03-26T09:04:37Z	2021-03-30T10:23:01Z	85	ff90b050-c256-11db-b71b-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	NA	7059216	1	44	359	803	5534	2435935	2436078	7059216	Sorex ornatus ornatus	Animalia	Chordata	Soricomorpha	Soricidae	Sorex	Sorex ornatus	Sorex	ornatus	ornatus	SUBSPECIES	ACCEPTED	NA	NA	NA	California	1953	4	12	1953-04-12	2019-09-21T00:00:00Z	2021-03-30T10:23:01Z	NA	http://creativecommons.org/licenses/by/4.0/legalcode	NA	TRUE	WGS84	Mammalia	US	United States of America	NA	558	Modelo Distribución: 1	NO DISPONIBLE	NA	1897612100	es	Event	NA	NA	125641	MVZ-UCB	NA	NA	NO DISPONIBLE	urn:catalog:MVZ-UCB:MVZ:125641:fe50529faac0cade7bce4437659db4d1	NA	NA	NA	NA	NA	NA	NA	NA	Los Angeles, 1.1 Mi N Sunset, Sepulveda	grados minutos segundos	MVZ	NA	urn:catalog:MVZ-UCB:MVZ:125641:fe50529faac0cade7bce4437659db4d1	N. B. Mcculloch	NA	NA	NA	NA	NA	NA	Animalia; Chordata; Mammalia; Soricomorpha; Soricidae; Sorex; ornatus	2563	NA	NA	NA	102	NA	Sánchez-Cordero V. y L. Guevara. 2016. Modelado de la distribución potencial de las musarañas (Mammalia, Soricidae). Instituto de Biología. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto JM044. Ciudad de México	1	NA	NA	0	0	NA	SNIB-JM044-JM0441505F_SIB2016.10.19-ND	0	0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	1895	80ec160beba54fc6e0cfa43a1033ea5a	musaraña adornada	Ramírez-Pulido, González-Ruiz, Gardner & Arroyo-Cabrales, 2014	Sorex ornatus subsp. ornatus	Modelado de la distribución potencial de las musarañas (Mammalia, Soricidae)	1872	Museum of Vertebrate Zoology, University of California, Berkeley	fe50529faac0cade7bce4437659db4d1	Sorex	7784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	402
Sorex ornatus ornatus	-118.47434473054281	34.08696379576909	cdrep,osiic,incomis,inmafu	gbif	2427839722	Sorex ornatus ornatus	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:56:00Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	7059216	1	44	359	803	5534	2435935	2436078	7059216	Sorex ornatus ornatus	Animalia	Chordata	Soricomorpha	Soricidae	Sorex	Sorex ornatus	Sorex	ornatus	ornatus	SUBSPECIES	ACCEPTED	1999-01-27T00:00:00Z	100	NORTH_AMERICA	California	1953	4	12	1953-04-12	2021-02-13T16:50:00Z	2021-05-29T00:56:00Z	http://arctos.database.museum/guid/MVZ:Mamm:125641	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	TRUE	WGS84	Mammalia	US	United States of America	NA	MVZ	sex=female	Los Angeles County	unknown	2427839722	en	PhysicalObject	skull; skin, study	Matt Krebs	MVZ:Mamm:125641	MVZ	1953-04-12	Former nature_of_id: legacy.	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:125641?seid=810474	2000-11-11 00:00:00	North America, United States, California, Los Angeles County	ICZN	12 Apr 1953	Matt Krebs	not recorded	102	unverified	Los Angeles, 1.1 mi N Sunset, Sepulveda	decimal degrees	Mammal specimens	Los Angeles, 1.1 mi N Sunset, Sepulveda	http://arctos.database.museum/guid/MVZ:Mamm:125641?seid=810474	Collector(s): N. B. McCulloch	collector number=202	http://arctos.database.museum/guid/MVZ:Mamm:125641	"[{""scientific_name"":""Sorex ornatus ornatus"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Soricidae, Soricinae, Soricini, Sorex, Otisorex, Sorex ornatus,	28	Terrain Navigator 3.02 USGS 1:100000	NA	NA	NA	NA	NA	1	NA	202	91	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	403
Sorex ornatus californicus Merriam, 1895	-121.98852869770619	37.81709380585598	cdrep	gbif	583472492	Sorex ornatus californicus Merriam, 1895	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10Z	2021-06-01T23:41:36Z	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	MALE	8914225	1	44	359	803	5534	2435935	2436078	7059216	Sorex ornatus ornatus	Animalia	Chordata	Soricomorpha	Soricidae	Sorex	Sorex ornatus	Sorex	ornatus	californicus	SUBSPECIES	SYNONYM	NA	4828	NORTH_AMERICA	California	1952	1	30	1952-01-30	NA	2021-06-01T23:41:36Z	NA	http://creativecommons.org/publicdomain/zero/1.0/legalcode	NA	FALSE	WGS84	Mammalia	US	United States of America	NA	http://grscicoll.org/institution/california-academy-sciences	NA	Contra Costa Co.	NA	583472492	en	PhysicalObject	mammal	NA	10130	CASC	NA	NA	NA	urn:catalog:CAS:MAM:10130	http://grscicoll.org/institutional-collection/mammalogy-0	North America; USA; California; Contra Costa Co.	NA	30 Jan 1952	http://grscicoll.org/institution/california-academy-sciences	2002-04-05 00:00:00.0	NA	unverified	Danville	NA	CASMAM	NA	urn:catalog:CAS:MAM:10130	F. X. Williams	NA	NA	NA	NA	NA	NA	Animalia; Chordata; Mammalia; Insectivora; Soricidae	http://grscicoll.org/institutional-collection/mammalogy-0	Terrain Navigator 3.02 USGS 1:100,000	NA	NA	30	NA	NA	NA	NA	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	404
Sorex ornatus sinuosus Grinnell, 1913	-122.04631849077008	38.23565234214402	cdrep,cdround,osiic,incomis,inmafu	gbif	1145682720	Sorex ornatus sinuosus Grinnell, 1913	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:56:00Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	6163346	1	44	359	803	5534	2435935	2436078	6163346	Sorex ornatus sinuosus Grinnell, 1913	Animalia	Chordata	Soricomorpha	Soricidae	Sorex	Sorex ornatus	Sorex	ornatus	sinuosus	SUBSPECIES	ACCEPTED	2019-01-09T00:00:00Z	855	NORTH_AMERICA	California	1952	2	8	1952-02-08	2021-04-12T19:50:00Z	2021-05-29T00:56:00Z	http://arctos.database.museum/guid/MVZ:Mamm:115593	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	NA	MVZ	sex=male	Solano County	revised taxonomy	1145682720	en	PhysicalObject	skull; skin, study	Kristina H. Yamamoto	MVZ:Mamm:115593	MVZ	1952-02-08	follows Patton, 2019, Occas. Papers Texas Tech Univ, in press	James L. Patton	http://arctos.database.museum/guid/MVZ:Mamm:115593?seid=262568	2002-01-25 00:00:00	North America, United States, California, Solano County	ICZN	8 Feb 1952	Kristina H. Yamamoto	not recorded	39	unverified	Suisun City, salt marsh adjacent to Cordelia Street	decimal degrees	Mammal specimens	Suisun City [Salt Marsh adjacent to Cordelia St.]	http://arctos.database.museum/guid/MVZ:Mamm:115593?seid=262568	Collector(s): Robert L. Rudd	collector number=1779	http://arctos.database.museum/guid/MVZ:Mamm:115593	"[{""scientific_name"":""Sorex ornatus sinuosus"",""nature_of_id"":""revised taxonomy"",""accepted_id_fg"":1,""made_date"":""2019-01-09"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""follows Patton, 2019, Occas. Papers Texas Tech Univ, in press"",""idby"":""James L. Patton"",""concept_label"":null},{""scientific_name"":""Sorex ornatus"",""nature_of_id"":""unknown"",""accepted_id_fg"":0,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Soricidae, Soricinae, Soricini, Sorex, Otisorex, Sorex ornatus,	28	Terrain Navigator 3.02 USGS 1:100000	NA	NA	NA	NA	NA	1	NA	1779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	405
Sorex ornatus californicus Merriam, 1895	-122.3213443523473	37.900438265890166	cdrep,cdround,osiic,incomis,inmafu	gbif	1145682722	Sorex ornatus californicus Merriam, 1895	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:56:00Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	8914225	1	44	359	803	5534	2435935	2436078	7059216	Sorex ornatus ornatus	Animalia	Chordata	Soricomorpha	Soricidae	Sorex	Sorex ornatus	Sorex	ornatus	californicus	SUBSPECIES	SYNONYM	1999-01-27T00:00:00Z	2063	NORTH_AMERICA	California	1952	2	7	1952-02-07	2021-01-14T18:22:05Z	2021-05-29T00:56:00Z	http://arctos.database.museum/guid/MVZ:Mamm:115586	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	NA	MVZ	sex=male	Contra Costa County	unknown	1145682722	en	PhysicalObject	skull; skin, study	Tamrya D. d'Artenay	MVZ:Mamm:115586	MVZ	1952-02-07	Former nature_of_id: legacy.	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:115586?seid=510491	2002-04-05 00:00:00	North America, United States, California, Contra Costa County	ICZN	7 Feb 1952	Tamrya D. d'Artenay	MaNIS georeferencing guidelines	38	unverified	Point Isabel [E Shore Hwy.]	decimal degrees	Mammal specimens	Point Isabel [East shore Highway]	http://arctos.database.museum/guid/MVZ:Mamm:115586?seid=510491	Collector(s): Robert L. Rudd	collector number=1776	http://arctos.database.museum/guid/MVZ:Mamm:115586	"[{""scientific_name"":""Sorex ornatus californicus"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Soricidae, Soricinae, Soricini, Sorex, Otisorex, Sorex ornatus,	28	Terrain Navigator 3.02 USGS 1:100000	NA	NA	NA	NA	NA	1	NA	1776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	406
Sorex ornatus sinuosus Grinnell, 1913	-122.12405197161233	38.21326217546483	cdrep,cdround,osiic,incomis,inmafu	gbif	1145682736	Sorex ornatus sinuosus Grinnell, 1913	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:56:00Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	6163346	1	44	359	803	5534	2435935	2436078	6163346	Sorex ornatus sinuosus Grinnell, 1913	Animalia	Chordata	Soricomorpha	Soricidae	Sorex	Sorex ornatus	Sorex	ornatus	sinuosus	SUBSPECIES	ACCEPTED	2019-01-09T00:00:00Z	2943	NORTH_AMERICA	California	1952	2	8	1952-02-08	2020-12-11T16:41:16Z	2021-05-29T00:56:00Z	http://arctos.database.museum/guid/MVZ:Mamm:115587	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	NA	MVZ	sex=male	Solano County	revised taxonomy	1145682736	en	PhysicalObject	skull; skin, study	Kristina H. Yamamoto	MVZ:Mamm:115587	MVZ	1952-02-08	follows Patton, 2019, Occas. Papers Texas Tech Univ, in press	James L. Patton	http://arctos.database.museum/guid/MVZ:Mamm:115587?seid=482610	2002-01-25 00:00:00	North America, United States, California, Solano County	ICZN	8 Feb 1952	Kristina H. Yamamoto	not recorded	39	unverified	0.5 mi NE Cordelia, salt marsh	decimal degrees	Mammal specimens	1/2 mi NE Cordelia [Salt Marsh]	http://arctos.database.museum/guid/MVZ:Mamm:115587?seid=482610	Collector(s): Robert L. Rudd	collector number=1777	http://arctos.database.museum/guid/MVZ:Mamm:115587	"[{""scientific_name"":""Sorex ornatus sinuosus"",""nature_of_id"":""revised taxonomy"",""accepted_id_fg"":1,""made_date"":""2019-01-09"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""follows Patton, 2019, Occas. Papers Texas Tech Univ, in press"",""idby"":""James L. Patton"",""concept_label"":null},{""scientific_name"":""Sorex ornatus"",""nature_of_id"":""unknown"",""accepted_id_fg"":0,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Soricidae, Soricinae, Soricini, Sorex, Otisorex, Sorex ornatus,	28	Terrain Navigator 3.02 USGS 1:24000	NA	NA	NA	NA	NA	1	NA	1777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	407
