name	longitude	latitude	issues	prov	key	scientificName	datasetKey	publishingOrgKey	installationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	hostingOrganizationKey	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	infraspecificEpithet	taxonRank	taxonomicStatus	dateIdentified	coordinateUncertaintyInMeters	elevation	elevationAccuracy	continent	stateProvince	year	month	day	eventDate	modified	lastInterpreted	references	license	institutionKey	isInCluster	geodeticDatum	class	countryCode	country	institutionID	dynamicProperties	county	identificationVerificationStatus	gbifID	language	type	preparations	locationAccordingTo	catalogNumber	institutionCode	eventTime	identifiedBy	identifier	recordNumber	georeferencedDate	higherGeography	nomenclaturalCode	verbatimEventDate	georeferencedBy	georeferenceProtocol	endDayOfYear	georeferenceVerificationStatus	locality	verbatimCoordinateSystem	collectionCode	verbatimLocality	occurrenceID	recordedBy	otherCatalogNumbers	organismID	previousIdentifications	identificationQualifier	accessRights	higherClassification	collectionID	georeferenceSources	occurrenceRemarks	locationRemarks	eventRemarks	iucnRedListCategory	individualCount	identificationRemarks	lifeStage	habitat	taxonID	rights	reproductiveCondition	http://unknown.org/recordId	ownerInstitutionCode	startDayOfYear	establishmentMeans	bibliographicCitation	samplingProtocol	associatedOccurrences	associatedSequences	georeferenceRemarks	collectionKey	verbatimElevation	datasetName	typifiedName	identificationReferences	disposition	vernacularName	fieldNotes	island	islandGroup	fieldNumber	rightsHolder	datasetID	projectId	depth	depthAccuracy	namePublishedInYear	nameAccordingTo	acceptedNameUsage	locationID	parentNameUsage	identificationID	organismQuantity	organismQuantityType	http://rs.tdwg.org/dwc/terms/organismQuantity	http://rs.tdwg.org/dwc/terms/organismQuantityType	municipality	taxonRemarks	namePublishedIn	higherGeographyID	typeStatus	informationWithheld	occID
Microtus californicus kernensis Kellogg, 1918	-118.11022	35.7507	incomis,inmafu	gbif	2853445304	Microtus californicus kernensis Kellogg, 1918	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:57Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	9084846	1	44	359	1459	3240723	2438591	2438603	2438603	Microtus californicus (Peale, 1848)	Animalia	Chordata	Rodentia	Cricetidae	Microtus	Microtus californicus	Microtus	californicus	kernensis	SUBSPECIES	SYNONYM	2020-08-13T00:00:00Z	50	1016	0	NORTH_AMERICA	California	2020	8	13	2020-08-13	2021-01-16T02:33:00Z	2021-05-29T00:55:57Z	http://arctos.database.museum/guid/MVZ:Mamm:240108	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=male;total length=192 mm;tail length=67 mm;hind foot with claw=26 mm;ear from notch=17 mm;weight=53 g;reproductive data=t=5x3mm	Kern County	unknown	2853445304	en	PhysicalObject	skull; tissue (frozen); tissue (frozen); tissue (frozen); skin, study; tissue (95% ethanol)	James L. Patton	MVZ:Mamm:240108	MVZ	2020-08-13	James L. Patton	http://arctos.database.museum/guid/MVZ:Mamm:240108?seid=4849407	29082	2020-08-13 00:00:00	North America, United States, California, Kern County	ICZN	13 Aug 2020	James L. Patton	not recorded	226	accepted	Canebrake Creek, E end Kern River Plateau	decimal degrees	Mammal specimens	Canebrake Creek, E end Kern River Plateau	http://arctos.database.museum/guid/MVZ:Mamm:240108?seid=4849407	Collector(s): James L. Patton	collector number=29082	http://arctos.database.museum/guid/MVZ:Mamm:240108	"[{""scientific_name"":""Microtus californicus kernensis"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""2020-08-13"",""short_citation"":null,""publication_id"":null,""identification_remarks"":null,""idby"":""James L. Patton"",""concept_label"":null}]"	A	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Rodentia, Myomorpha, Cricetidae, Arvicolinae, Microtus, Microtus californicus,	28	Garmin GPSmap 66st	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Microtus californicus kernensis Kellogg, 1918	-117.90836	35.83788	incomis,inmafu	gbif	2853462303	Microtus californicus kernensis Kellogg, 1918	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:56:06Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	9084846	1	44	359	1459	3240723	2438591	2438603	2438603	Microtus californicus (Peale, 1848)	Animalia	Chordata	Rodentia	Cricetidae	Microtus	Microtus californicus	Microtus	californicus	kernensis	SUBSPECIES	SYNONYM	2020-08-16T00:00:00Z	30	910	0	NORTH_AMERICA	California	2020	8	16	2020-08-16	NA	2021-05-29T00:56:06Z	http://arctos.database.museum/guid/MVZ:Mamm:240111	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=male;total length=181 mm;tail length=58 mm;hind foot with claw=25 mm;ear from notch=16 mm;weight=5 g;reproductive data=t=6x4mm	Inyo County	unknown	2853462303	en	PhysicalObject	skull; tissue (frozen); tissue (frozen); tissue (frozen); skin, study; tissue (95% ethanol)	James L. Patton	MVZ:Mamm:240111	MVZ	2020-08-16	James L. Patton	http://arctos.database.museum/guid/MVZ:Mamm:240111?seid=4849411	29096	2020-08-16 00:00:00	North America, United States, California, Inyo County	ICZN	16 Aug 2020	James L. Patton	not recorded	229	accepted	mouth Ninemile Canyon	decimal degrees	Mammal specimens	mouth Ninemile Canyon	http://arctos.database.museum/guid/MVZ:Mamm:240111?seid=4849411	Collector(s): James L. Patton	collector number=29096	http://arctos.database.museum/guid/MVZ:Mamm:240111	"[{""scientific_name"":""Microtus californicus kernensis"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""2020-08-16"",""short_citation"":null,""publication_id"":null,""identification_remarks"":null,""idby"":""James L. Patton"",""concept_label"":null}]"	A	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Rodentia, Myomorpha, Cricetidae, Arvicolinae, Microtus, Microtus californicus,	28	Garmin GPS map 60CSx	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
Microtus californicus eximius Kellogg, 1918	-123.632287	39.74138	cdround,incomis,inmafu	gbif	2986177307	Microtus californicus eximius Kellogg, 1918	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:56Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	9144218	1	44	359	1459	3240723	2438591	2438603	2438603	Microtus californicus (Peale, 1848)	Animalia	Chordata	Rodentia	Cricetidae	Microtus	Microtus californicus	Microtus	californicus	eximius	SUBSPECIES	SYNONYM	2020-10-22T00:00:00Z	100	409.5	1.5	NORTH_AMERICA	California	2020	10	22	2020-10-22	2021-02-03T17:50:00Z	2021-05-29T00:55:56Z	http://arctos.database.museum/guid/MVZ:Mamm:240260	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=female;reproductive data=nulliparous	Mendocino County	features	2986177307	en	PhysicalObject	skull; tissue (frozen); whole organism (formalin-fixed, 70% ethanol)	Christopher J. Conroy	MVZ:Mamm:240260	MVZ	2020-10-22	Christopher J. Conroy	http://arctos.database.museum/guid/MVZ:Mamm:240260?seid=4922203	3320	2020-10-22 00:00:00	North America, United States, California, Mendocino County, Angelo Coast Range Reserve	ICZN	22 Oct 2020	Christopher J. Conroy	not recorded	296	accepted	Wilderness Lodge Meadow, Angelo Coast Range Reserve	decimal degrees	Mammal specimens	Wilderness Lodge Meadow, Angelo Coast Range Reserve, Mendocino County, California	http://arctos.database.museum/guid/MVZ:Mamm:240260?seid=4922203	Collector(s): Christopher J. Conroy	collector number=3320	http://arctos.database.museum/guid/MVZ:Mamm:240260	"[{""scientific_name"":""Microtus californicus eximius"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":""2020-10-22"",""short_citation"":null,""publication_id"":null,""identification_remarks"":null,""idby"":""Christopher J. Conroy"",""concept_label"":null}]"	A	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Rodentia, Myomorpha, Cricetidae, Arvicolinae, Microtus, Microtus californicus,	28	Garmin 230	NA	Elevation from GoogleEarth	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
Microtus californicus eximius Kellogg, 1918	-123.630337	39.73349	incomis,inmafu	gbif	2986239307	Microtus californicus eximius Kellogg, 1918	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:56:06Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	9144218	1	44	359	1459	3240723	2438591	2438603	2438603	Microtus californicus (Peale, 1848)	Animalia	Chordata	Rodentia	Cricetidae	Microtus	Microtus californicus	Microtus	californicus	eximius	SUBSPECIES	SYNONYM	2020-10-22T00:00:00Z	100	402	0	NORTH_AMERICA	California	2020	10	22	2020-10-22	2021-02-03T17:50:00Z	2021-05-29T00:56:06Z	http://arctos.database.museum/guid/MVZ:Mamm:240264	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=male;total length=175 mm;tail length=53 mm;hind foot with claw=18 mm;ear from notch=15 mm;weight=46 g;reproductive data=not examined	Mendocino County	features	2986239307	en	PhysicalObject	skull; skin, study; ectoparasite (70% ethanol)	Christopher J. Conroy	MVZ:Mamm:240264	MVZ	2020-10-22	Christopher J. Conroy	http://arctos.database.museum/guid/MVZ:Mamm:240264?seid=4922206	3322	2020-10-22 00:00:00	North America, United States, California, Mendocino County, Angelo Coast Range Reserve	ICZN	22 Oct 2020	Christopher J. Conroy	not recorded	296	unverified	along South Fork Eel River, Angelo Coast Range Reserve	decimal degrees	Mammal specimens	along S. Fork Eel River, Angelo Coast Range Reserve, Mendocino County, California	http://arctos.database.museum/guid/MVZ:Mamm:240264?seid=4922206	Collector(s): Christopher J. Conroy	collector number=3322	http://arctos.database.museum/guid/MVZ:Mamm:240264	"[{""scientific_name"":""Microtus californicus eximius"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":""2020-10-22"",""short_citation"":null,""publication_id"":null,""identification_remarks"":null,""idby"":""Christopher J. Conroy"",""concept_label"":null}]"	A	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Rodentia, Myomorpha, Cricetidae, Arvicolinae, Microtus, Microtus californicus,	28	Google Earth	thyroid tissue collected might be salivary gland	Elevation from GoogleEarth	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
Microtus californicus (Peale, 1848)	-122.078068	37.023806	gass84	gbif	2901015536	Microtus californicus (Peale, 1848)	3abe0ed3-371f-49ab-bc4f-ac1887e04983	f753171f-d38a-44fd-af85-40818746b336	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T01:05:03Z	2021-05-29T01:05:11Z	85	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	2438603	1	44	359	1459	3240723	2438591	2438603	2438603	Microtus californicus (Peale, 1848)	Animalia	Chordata	Rodentia	Cricetidae	Microtus	Microtus californicus	Microtus	californicus	NA	SPECIES	ACCEPTED	2019-02-20T00:00:00Z	3079	NA	NA	NORTH_AMERICA	California	2019	2	20	2019-02-20	2021-05-14T14:10:00Z	2021-05-29T01:05:11Z	http://arctos.database.museum/guid/UCSC:Mamm:873	http://creativecommons.org/publicdomain/zero/1.0/legalcode	NA	FALSE	WGS84	Mammalia	US	United States of America	UCSC	sex=female;total length=150 mm;tail length=47 mm;hind foot with claw=20 mm;ear from notch=14 mm	Santa Cruz County	features	2901015536	en	PhysicalObject	skull; skin, study	Bryan Hou	UCSC:Mamm:873	UCSC	2019-02-20	Bonnie Feldberg	http://arctos.database.museum/guid/UCSC:Mamm:873?seid=4896143	NA	2021-03-11 00:00:00	North America, United States, California, Santa Cruz County	ICZN	20-Feb-19	Bryan Hou	GeoLocate	51	accepted	Santa Cruz: UCSC: North Marshall Field	NA	Mammal specimens	USA: CA: Santa Cruz County: Santa Cruz: UCSC: North Marshall Field	http://arctos.database.museum/guid/UCSC:Mamm:873?seid=4896143	Collector(s): Alex Krohn; Alexander S. Jones; Preparator(s): Bonnie Feldberg; S. Vengco	NA	http://arctos.database.museum/guid/UCSC:Mamm:873	"[{""scientific_name"":""Microtus californicus"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":""2019-02-20"",""short_citation"":null,""publication_id"":null,""identification_remarks"":null,""idby"":""Bonnie Feldberg"",""concept_label"":null}]"	A	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Rodentia, Myomorpha, Cricetidae, Arvicolinae, Microtus,	192	GeoLocate	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
Microtus californicus californicus	-122.148056	37.958889	cdround,incomis,inmafu	gbif	2804161304	Microtus californicus californicus	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:57Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	7059247	1	44	359	1459	3240723	2438591	2438603	2438603	Microtus californicus (Peale, 1848)	Animalia	Chordata	Rodentia	Cricetidae	Microtus	Microtus californicus	Microtus	californicus	californicus	SUBSPECIES	SYNONYM	2020-06-02T00:00:00Z	10	NA	NA	NORTH_AMERICA	California	2019	3	1	2019-03-01	NA	2021-05-29T00:55:57Z	http://arctos.database.museum/guid/MVZ:Mamm:240022	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=male;total length=170 mm;tail length=50 mm;hind foot with claw=19 mm;ear from notch=15 mm;weight=48 g;reproductive data=t: 6 x 4	Contra Costa County	features	2804161304	en	PhysicalObject	skull; tissue (frozen); skin, study	Christopher J. Conroy	MVZ:Mamm:240022	MVZ	2019-03-01	Christopher J. Conroy	http://arctos.database.museum/guid/MVZ:Mamm:240022?seid=4665004	NA	2020-06-02 00:00:00	North America, United States, California, Contra Costa County	ICZN	1 Mar 2019	Christopher J. Conroy	not recorded	60	unverified	Briones Regional Park	decimal degrees	Mammal specimens	Briones Regional Park, Contra Costa County, California. 35D 57M 32S N, 122D 08M 53S W	http://arctos.database.museum/guid/MVZ:Mamm:240022?seid=4665004	Collector(s): Jimmy A. McGuire; Preparator(s): Christopher J. Conroy	preparator number=3303	http://arctos.database.museum/guid/MVZ:Mamm:240022	"[{""scientific_name"":""Microtus californicus californicus"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":""2020-06-02"",""short_citation"":null,""publication_id"":null,""identification_remarks"":null,""idby"":""Christopher J. Conroy"",""concept_label"":null}]"	A	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Rodentia, Myomorpha, Cricetidae, Arvicolinae, Microtus, Microtus californicus,	28	Google Maps	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
Microtus californicus kernensis Kellogg, 1918	-118.88921	34.80657	osiic,incomis,inmafu	gbif	2273776755	Microtus californicus kernensis Kellogg, 1918	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:56Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	9084846	1	44	359	1459	3240723	2438591	2438603	2438603	Microtus californicus (Peale, 1848)	Animalia	Chordata	Rodentia	Cricetidae	Microtus	Microtus californicus	Microtus	californicus	kernensis	SUBSPECIES	SYNONYM	2019-04-19T00:00:00Z	100	1248	0	NORTH_AMERICA	California	2019	4	19	2019-04-19	2021-04-23T10:00:00Z	2021-05-29T00:55:56Z	http://arctos.database.museum/guid/MVZ:Mamm:239566	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=female;total length=181 mm;tail length=54 mm;hind foot with claw=22 mm;ear from notch=17 mm;weight=55 g;reproductive data=post lact, scars 2R-1L	Kern County	features	2273776755	en	PhysicalObject	skull; skin, study; tissue (95% ethanol); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater)	James L. Patton	MVZ:Mamm:239566	MVZ	2019-04-19	James L. Patton	http://arctos.database.museum/guid/MVZ:Mamm:239566?seid=4300703	28681	2019-04-19 00:00:00	North America, United States, California, Kern County	ICZN	19-Apr-19	James L. Patton	not recorded	109	unverified	0.8 mi S Lebec	decimal degrees	Mammal specimens	0.8 mi S Lebec	http://arctos.database.museum/guid/MVZ:Mamm:239566?seid=4300703	Collector(s): James L. Patton	collector number=28681	http://arctos.database.museum/guid/MVZ:Mamm:239566	"[{""scientific_name"":""Microtus californicus kernensis"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":""2019-04-19"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: expert."",""idby"":""James L. Patton"",""concept_label"":null}]"	A	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Rodentia, Myomorpha, Cricetidae, Arvicolinae, Microtus, Microtus californicus,	28	Garmin GPSMap 60CSx	NA	NA	NA	NA	1	Former nature_of_id: expert.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7
Microtus californicus (Peale, 1848)	-122.0625	36.950833	cdround,gass84	gbif	2901015614	Microtus californicus (Peale, 1848)	3abe0ed3-371f-49ab-bc4f-ac1887e04983	f753171f-d38a-44fd-af85-40818746b336	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T01:05:03Z	2021-05-29T01:05:11Z	85	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	2438603	1	44	359	1459	3240723	2438591	2438603	2438603	Microtus californicus (Peale, 1848)	Animalia	Chordata	Rodentia	Cricetidae	Microtus	Microtus californicus	Microtus	californicus	NA	SPECIES	ACCEPTED	2019-04-08T00:00:00Z	NA	NA	NA	NORTH_AMERICA	California	2019	4	8	2019-04-08	2021-04-07T17:20:00Z	2021-05-29T01:05:11Z	http://arctos.database.museum/guid/UCSC:Mamm:882	http://creativecommons.org/publicdomain/zero/1.0/legalcode	NA	FALSE	WGS84	Mammalia	US	United States of America	UCSC	sex=male;total length=156 mm;tail length=52 mm;hind foot with claw=21 mm;ear from notch=11 mm	Santa Cruz County	features	2901015614	en	PhysicalObject	NA	Bryan Hou	UCSC:Mamm:882	UCSC	2019-04-08	Noel Ng	http://arctos.database.museum/guid/UCSC:Mamm:882?seid=4896152	NA	2021-03-11 00:00:00	North America, United States, California, Santa Cruz County	ICZN	8-Apr-19	Bryan Hou	GeoLocate	98	accepted	"36° 57' 3"" N 122° 3' 45""W"	NA	Mammal specimens	"36° 57' 3"" N 122° 3' 45""W"	http://arctos.database.museum/guid/UCSC:Mamm:882?seid=4896152	Collector(s): Kyla Roessler; Preparator(s): Noel Ng	NA	http://arctos.database.museum/guid/UCSC:Mamm:882	"[{""scientific_name"":""Microtus californicus"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":""2019-04-08"",""short_citation"":null,""publication_id"":null,""identification_remarks"":null,""idby"":""Noel Ng"",""concept_label"":null}]"	A	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Rodentia, Myomorpha, Cricetidae, Arvicolinae, Microtus,	192	Decimal degree coordinates converted from specific locality coordinates	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8
Microtus californicus californicus	-122.338015	37.915345	osiic,incomis,inmafu	gbif	2303058638	Microtus californicus californicus	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:57Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	7059247	1	44	359	1459	3240723	2438591	2438603	2438603	Microtus californicus (Peale, 1848)	Animalia	Chordata	Rodentia	Cricetidae	Microtus	Microtus californicus	Microtus	californicus	californicus	SUBSPECIES	SYNONYM	2019-05-24T00:00:00Z	20	NA	NA	NORTH_AMERICA	California	2019	5	24	2019-05-24	2021-04-10T11:40:00Z	2021-05-29T00:55:57Z	http://arctos.database.museum/guid/MVZ:Mamm:239679	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=male;reproductive data=t:6x4mm; SV:17mm	Contra Costa County	features	2303058638	en	PhysicalObject	skull; skin, study; carcass (formalin-fixed, 70% ethanol)	Christopher J. Conroy	MVZ:Mamm:239679	MVZ	2019-05-24	Christopher J. Conroy	http://arctos.database.museum/guid/MVZ:Mamm:239679?seid=4316730	3257	2019-05-24 00:00:00	North America, United States, California, Contra Costa County	ICZN	24 May 2019	Christopher J. Conroy	not recorded	144	unverified	Richmond Field Station, Richmond	decimal degrees	Mammal specimens	Richmond Field Station, Richmond, Contra Costa County, California	http://arctos.database.museum/guid/MVZ:Mamm:239679?seid=4316730	Collector(s): Christopher J. Conroy	collector number=3257	http://arctos.database.museum/guid/MVZ:Mamm:239679	"[{""scientific_name"":""Microtus californicus californicus"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":""2019-05-24"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: expert."",""idby"":""Christopher J. Conroy"",""concept_label"":null}]"	A	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Rodentia, Myomorpha, Cricetidae, Arvicolinae, Microtus, Microtus californicus,	28	Google Maps	no measurements were taken	NA	NA	NA	1	Former nature_of_id: expert.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9
