name	longitude	latitude	issues	prov	key	scientificName	datasetKey	publishingOrgKey	installationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	hostingOrganizationKey	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	infraspecificEpithet	taxonRank	taxonomicStatus	dateIdentified	coordinateUncertaintyInMeters	elevation	elevationAccuracy	continent	stateProvince	year	month	day	eventDate	modified	lastInterpreted	references	license	institutionKey	isInCluster	geodeticDatum	class	countryCode	country	institutionID	dynamicProperties	county	identificationVerificationStatus	gbifID	language	type	preparations	locationAccordingTo	catalogNumber	institutionCode	eventTime	identifiedBy	identifier	recordNumber	georeferencedDate	higherGeography	nomenclaturalCode	verbatimEventDate	georeferencedBy	georeferenceProtocol	endDayOfYear	georeferenceVerificationStatus	locality	verbatimCoordinateSystem	collectionCode	verbatimLocality	occurrenceID	recordedBy	otherCatalogNumbers	organismID	previousIdentifications	identificationQualifier	accessRights	higherClassification	collectionID	georeferenceSources	individualCount	identificationRemarks	lifeStage	iucnRedListCategory	habitat	taxonID	rights	reproductiveCondition	http://unknown.org/recordId	ownerInstitutionCode	startDayOfYear	occurrenceRemarks	taxonRemarks	http://unknown.org/recordEnteredBy	associatedOccurrences	eventRemarks	samplingProtocol	identificationReferences	establishmentMeans	bibliographicCitation	projectId	depth	depthAccuracy	rightsHolder	namePublishedInYear	fieldNumber	vernacularName	namePublishedIn	nameAccordingTo	acceptedNameUsage	datasetName	locationID	originalNameUsage	datasetID	parentNameUsage	identificationID	locationRemarks	collectionKey	verbatimElevation	georeferenceRemarks	disposition	fieldNotes	municipality	associatedReferences	typeStatus	informationWithheld	higherGeographyID	occID
Chaetodipus californicus dispar (Osgood, 1900)	-120.024053	34.460482	colmafu	gbif	1656635128	Chaetodipus californicus dispar (Osgood, 1900)	431b19b9-b5b4-4bcb-ae11-072899dd4c52	a26fb77a-67a4-4a15-b2c3-0c7b87ddb8e6	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-26T15:20:32Z	2021-03-30T10:19:06Z	88	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	NA	4263323	1	44	359	1459	5504	2439576	2439594	4263323	Chaetodipus californicus dispar (Osgood, 1900)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	dispar	SUBSPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	1964	4	17	1964-04-17	2017-08-16T00:00:00Z	2021-03-30T10:19:06Z	http://portal.vertnet.org/o/csulb/mammals?id=5927	http://creativecommons.org/publicdomain/zero/1.0/legalcode	ffa867ad-5926-476b-bbb6-09be3b11b3c4	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/0vp2-jp6s	NA	Santa Barbara	NA	1656635128	en	PhysicalObject	skin | skull	NA	5927	CSULB	NA	NA	bd050e8a-42da-4f20-9ff0-e2304cb3ef4e	NA	NA	North America | United States | California | Santa Barbara County |  |  |  |	ICZN	1964-04-17	NA	NA	108	requires verification	El Capitan State Park	NA	Mammals	North America | United States | California | Santa Barbara County | El Capitan State Park	bd050e8a-42da-4f20-9ff0-e2304cb3ef4e	H, H	NA	NA	NA	NA	http://vertnet.org/resources/norms.html	Animalia | Chordata | Mammalia | Rodentia | Heteromyidae | Chaetodipus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	108	NA	NA	NA	NA	NA	NA	NA	NATIVE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	c33c9938-da09-40f8-835c-e3ff75dc4f50	NA	NA	NA	NA	NA	NA	NA	NA	NA	392
Chaetodipus californicus femoralis (J.A.Allen, 1891)	-117.5193	33.3539	gass84,gdativ,incomis	gbif	2381404843	Chaetodipus californicus femoralis (J.A.Allen, 1891)	a9ae9ece-e753-4fb9-8595-a37d0f5aa59c	8a471700-4ce8-11db-b80e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-26T02:13:48Z	2021-03-30T12:20:14Z	56	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	4263316	1	44	359	1459	5504	2439576	2439594	4263316	Chaetodipus californicus femoralis (J.A.Allen, 1891)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	femoralis	SUBSPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	1964	5	13	1964-05-13	2020-11-12T00:00:00Z	2021-03-30T12:20:14Z	http://portal.vertnet.org/o/sdnhm/mammals?id=urn-catalog-sdnhm-mammals-20429	http://creativecommons.org/publicdomain/zero/1.0/legalcode	52ed0034-fd58-4f17-95e5-d565fc9f068e	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/4ksk-xsw5	NA	San Diego	NA	2381404843	en	PhysicalObject	skin & skull	NA	20429	SDNHM	NA	NA	urn:catalog:SDNHM:Mammals:20429	NA	NA	| USA | California | San Diego |  |  |  |	ICZN	5/13/1964	NA	NA	134	requires verification	Camp Pendleton, 0.7 mi. S, 1.4 mi. W San Onofre Mt.	NA	Mammals	USA | California | San Diego | Camp Pendleton, 0.7 mi. S, 1.4 mi. W San Onofre Mt.	urn:catalog:SDNHM:Mammals:20429	PMU #5	PMU 283	NA	NA	NA	http://vertnet.org/resources/norms.html	Chaetodipus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	134	Locality is near base of steep slope just NE of weigh station along Interstate 5	NA	NA	NA	NA	NA	NA	NATIVE	urn:catalog:SDNHM:Mammals:20429. http://ipt.vertnet.org:8080/ipt/manage/resource.do?r=sdnhm-mammals.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	393
Chaetodipus californicus (Merriam, 1889)	-117.519839	33.374123	cdround,gass84,gdativ,incomis	gbif	2381409047	Chaetodipus californicus (Merriam, 1889)	a9ae9ece-e753-4fb9-8595-a37d0f5aa59c	8a471700-4ce8-11db-b80e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-26T02:13:48Z	2021-03-30T12:20:14Z	56	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	2439594	1	44	359	1459	5504	2439576	2439594	2439594	Chaetodipus californicus (Merriam, 1889)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	NA	SPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	1964	5	13	1964-05-13	2020-11-12T00:00:00Z	2021-03-30T12:20:14Z	http://portal.vertnet.org/o/sdnhm/mammals?id=urn-catalog-sdnhm-mammals-22782	http://creativecommons.org/publicdomain/zero/1.0/legalcode	52ed0034-fd58-4f17-95e5-d565fc9f068e	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/4ksk-xsw5	NA	San Diego	NA	2381409047	en	PhysicalObject	skin	NA	22782	SDNHM	NA	NA	urn:catalog:SDNHM:Mammals:22782	NA	NA	| USA | California | San Diego |  |  |  |	ICZN	5/13/1964	NA	NA	134	requires verification	0.7 mi. N, 1.4 mi. W San Onofre Mt.	NA	Mammals	USA | California | San Diego | 0.7 mi. N, 1.4 mi. W San Onofre Mt.	urn:catalog:SDNHM:Mammals:22782	PMU #5	PMU 261	NA	NA	NA	http://vertnet.org/resources/norms.html	Chaetodipus	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	134	No skull.  Camp Pendleton USMC Reservation.	NA	NA	NA	NA	NA	NA	NATIVE	urn:catalog:SDNHM:Mammals:22782. http://ipt.vertnet.org:8080/ipt/manage/resource.do?r=sdnhm-mammals.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	394
Chaetodipus californicus femoralis (J.A.Allen, 1891)	-117.431893	33.323253	cdround,gass84,gdativ,incomis	gbif	2381405612	Chaetodipus californicus femoralis (J.A.Allen, 1891)	a9ae9ece-e753-4fb9-8595-a37d0f5aa59c	8a471700-4ce8-11db-b80e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-26T02:13:48Z	2021-03-30T12:20:14Z	56	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	4263316	1	44	359	1459	5504	2439576	2439594	4263316	Chaetodipus californicus femoralis (J.A.Allen, 1891)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	femoralis	SUBSPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	1964	8	8	1964-08-08	2020-11-12T00:00:00Z	2021-03-30T12:20:14Z	http://portal.vertnet.org/o/sdnhm/mammals?id=urn-catalog-sdnhm-mammals-20552	http://creativecommons.org/publicdomain/zero/1.0/legalcode	52ed0034-fd58-4f17-95e5-d565fc9f068e	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/4ksk-xsw5	NA	San Diego	NA	2381405612	en	PhysicalObject	skin & skull	NA	20552	SDNHM	NA	NA	urn:catalog:SDNHM:Mammals:20552	NA	NA	| USA | California | San Diego |  |  |  |	ICZN	8/8/1964	NA	NA	221	requires verification	2.6 mi. N, 1.1 mi. E Las Flores Mission	NA	Mammals	USA | California | San Diego | 2.6 mi. N, 1.1 mi. E Las Flores Mission	urn:catalog:SDNHM:Mammals:20552	PMU #5	PMU 361	NA	NA	NA	http://vertnet.org/resources/norms.html	Chaetodipus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	221	NA	NA	NA	NA	NA	NA	NA	NATIVE	urn:catalog:SDNHM:Mammals:20552. http://ipt.vertnet.org:8080/ipt/manage/resource.do?r=sdnhm-mammals.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	395
Chaetodipus californicus femoralis (J.A.Allen, 1891)	-117.501821	33.335555	cdround,gass84,gdativ,incomis	gbif	2381405924	Chaetodipus californicus femoralis (J.A.Allen, 1891)	a9ae9ece-e753-4fb9-8595-a37d0f5aa59c	8a471700-4ce8-11db-b80e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-26T02:13:48Z	2021-03-30T12:20:14Z	56	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	4263316	1	44	359	1459	5504	2439576	2439594	4263316	Chaetodipus californicus femoralis (J.A.Allen, 1891)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	femoralis	SUBSPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	1964	11	25	1964-11-25	2020-11-12T00:00:00Z	2021-03-30T12:20:14Z	http://portal.vertnet.org/o/sdnhm/mammals?id=urn-catalog-sdnhm-mammals-20553	http://creativecommons.org/publicdomain/zero/1.0/legalcode	52ed0034-fd58-4f17-95e5-d565fc9f068e	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/4ksk-xsw5	NA	San Diego	NA	2381405924	en	PhysicalObject	skin & skull	NA	20553	SDNHM	NA	NA	urn:catalog:SDNHM:Mammals:20553	NA	NA	| USA | California | San Diego |  |  |  |	ICZN	11/25/1964	NA	NA	330	requires verification	1.6 mi. S, 0.4 mi. W San Onofre Mt.	NA	Mammals	USA | California | San Diego | 1.6 mi. S, 0.4 mi. W San Onofre Mt.	urn:catalog:SDNHM:Mammals:20553	PMU #5	PMU 591	NA	NA	NA	http://vertnet.org/resources/norms.html	Chaetodipus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	330	NA	NA	NA	NA	NA	NA	NA	NATIVE	urn:catalog:SDNHM:Mammals:20553. http://ipt.vertnet.org:8080/ipt/manage/resource.do?r=sdnhm-mammals.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	396
Chaetodipus californicus bernardinus (Benson, 1930)	-116.455	33.603333	cdround,colmafu	gbif	735689097	Chaetodipus californicus bernardinus (Benson, 1930)	75018539-6328-41de-b875-7c2e61dc1635	78678140-1815-11da-9544-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-28T06:54:30Z	2021-03-30T11:01:25Z	129	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	NA	4263330	1	44	359	1459	5504	2439576	2439594	4263330	Chaetodipus californicus bernardinus (Benson, 1930)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	bernardinus	SUBSPECIES	ACCEPTED	NA	NA	1219.2	0	NORTH_AMERICA	California	1963	5	19	1963-05-19	2014-10-10T00:00:00Z	2021-03-30T11:01:25Z	NA	http://creativecommons.org/publicdomain/zero/1.0/legalcode	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1	FALSE	WGS84	Mammalia	US	United States of America	urn:lsid:biocol.org:col:34834	NA	Riverside	NA	735689097	en	PhysicalObject	NA	NA	6399	SBMNH	NA	NA	urn:catalog:SBMNH:MAM:6399	NA	NA	North America;United States;California;Riverside County;;;;	ICZN	NA	NA	NA	139	requires verification	Santa Rosa Mts.; Pinyon Flat	NA	MAM	North America; United States; California; Riverside County; ; ; ;	urn:catalog:SBMNH:MAM:6399	NA	NA	NA	NA	NA	NA	Animalia:Chordata:Mammalia:Rodentia:Heteromyidae:Chaetodipus	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	139	NA	NA	NA	NA	NA	NA	NA	NATIVE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9c963d06-c0ae-42b7-935e-504bd59fd7de	4000 ft	NA	NA	NA	NA	NA	NA	NA	NA	397
Chaetodipus californicus femoralis (J.A.Allen, 1891)	-117.09897	32.900573	cdround,gass84,gdativ,incomis	gbif	2381404374	Chaetodipus californicus femoralis (J.A.Allen, 1891)	a9ae9ece-e753-4fb9-8595-a37d0f5aa59c	8a471700-4ce8-11db-b80e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-26T02:13:48Z	2021-03-30T12:20:14Z	56	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	4263316	1	44	359	1459	5504	2439576	2439594	4263316	Chaetodipus californicus femoralis (J.A.Allen, 1891)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	femoralis	SUBSPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	1963	7	19	1963-07-19	2020-11-12T00:00:00Z	2021-03-30T12:20:14Z	http://portal.vertnet.org/o/sdnhm/mammals?id=urn-catalog-sdnhm-mammals-19442	http://creativecommons.org/publicdomain/zero/1.0/legalcode	52ed0034-fd58-4f17-95e5-d565fc9f068e	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/4ksk-xsw5	NA	San Diego	NA	2381404374	en	PhysicalObject	skin & skull	NA	19442	SDNHM	NA	NA	urn:catalog:SDNHM:Mammals:19442	NA	NA	| USA | California | San Diego |  |  |  |	ICZN	7/19/1963	NA	NA	200	requires verification	Miramar Ranch	NA	Mammals	USA | California | San Diego | Miramar Ranch	urn:catalog:SDNHM:Mammals:19442	B. K. Seavey	BKS 121	NA	NA	NA	http://vertnet.org/resources/norms.html	Chaetodipus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200	NA	NA	NA	NA	NA	NA	NA	NATIVE	urn:catalog:SDNHM:Mammals:19442. http://ipt.vertnet.org:8080/ipt/manage/resource.do?r=sdnhm-mammals.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	398
Chaetodipus californicus dispar (Osgood, 1900)	-119.308626	34.557281	colmafu	gbif	1656633678	Chaetodipus californicus dispar (Osgood, 1900)	431b19b9-b5b4-4bcb-ae11-072899dd4c52	a26fb77a-67a4-4a15-b2c3-0c7b87ddb8e6	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-26T15:20:32Z	2021-03-30T10:19:06Z	88	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	NA	4263323	1	44	359	1459	5504	2439576	2439594	4263323	Chaetodipus californicus dispar (Osgood, 1900)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	dispar	SUBSPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	1963	10	13	1963-10-13	2017-08-16T00:00:00Z	2021-03-30T10:19:06Z	http://portal.vertnet.org/o/csulb/mammals?id=4540	http://creativecommons.org/publicdomain/zero/1.0/legalcode	ffa867ad-5926-476b-bbb6-09be3b11b3c4	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/0vp2-jp6s	NA	Ventura	NA	1656633678	en	PhysicalObject	skin | skull	NA	4540	CSULB	NA	NA	c56caa68-e186-45c4-886a-7dc8ad7bc1bc	NA	NA	North America | United States | California | Ventura County |  |  |  |	ICZN	1963-10-13	NA	NA	286	requires verification	5 miles north of Matilija Dam	NA	Mammals	North America | United States | California | Ventura County | 5 miles north of Matilija Dam	c56caa68-e186-45c4-886a-7dc8ad7bc1bc	Cornell, W	NA	NA	NA	NA	http://vertnet.org/resources/norms.html	Animalia | Chordata | Mammalia | Rodentia | Heteromyidae | Chaetodipus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	286	NA	NA	NA	NA	NA	NA	NA	NATIVE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	c33c9938-da09-40f8-835c-e3ff75dc4f50	NA	NA	NA	NA	NA	NA	NA	NA	NA	399
Chaetodipus californicus (Merriam, 1889)	-119.7175	34.456944	cdround,colmafu	gbif	735669146	Chaetodipus californicus (Merriam, 1889)	75018539-6328-41de-b875-7c2e61dc1635	78678140-1815-11da-9544-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-28T06:54:30Z	2021-03-30T11:01:26Z	129	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	NA	2439594	1	44	359	1459	5504	2439576	2439594	2439594	Chaetodipus californicus (Merriam, 1889)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	NA	SPECIES	ACCEPTED	NA	NA	228.6	0	NORTH_AMERICA	California	1963	12	12	1963-12-12	2014-10-10T00:00:00Z	2021-03-30T11:01:26Z	NA	http://creativecommons.org/publicdomain/zero/1.0/legalcode	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1	FALSE	WGS84	Mammalia	US	United States of America	urn:lsid:biocol.org:col:34834	NA	Santa Barbara	NA	735669146	en	PhysicalObject	NA	NA	218	SBMNH	NA	NA	urn:catalog:SBMNH:MAM:218	NA	NA	North America;United States;California;Santa Barbara County;;;;	ICZN	NA	NA	NA	346	requires verification	Santa Barbara; Palomino Rd.	NA	MAM	North America; United States; California; Santa Barbara County; ; ; ;	urn:catalog:SBMNH:MAM:218	NA	NA	NA	NA	NA	NA	Animalia:Chordata:Mammalia:Rodentia:Heteromyidae:Chaetodipus	NA	NA	1	NA	NA	LC	NA	NA	NA	NA	NA	NA	346	NA	NA	NA	NA	NA	NA	NA	NATIVE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9c963d06-c0ae-42b7-935e-504bd59fd7de	750 ft	NA	NA	NA	NA	NA	NA	NA	NA	400
Chaetodipus californicus femoralis (J.A.Allen, 1891)	-117.197929	33.427511	cdround,gass84,gdativ,incomis	gbif	2381403416	Chaetodipus californicus femoralis (J.A.Allen, 1891)	a9ae9ece-e753-4fb9-8595-a37d0f5aa59c	8a471700-4ce8-11db-b80e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-26T02:13:48Z	2021-03-30T12:20:14Z	56	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	4263316	1	44	359	1459	5504	2439576	2439594	4263316	Chaetodipus californicus femoralis (J.A.Allen, 1891)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	femoralis	SUBSPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	1962	8	4	1962-08-04	2020-11-12T00:00:00Z	2021-03-30T12:20:14Z	http://portal.vertnet.org/o/sdnhm/mammals?id=urn-catalog-sdnhm-mammals-19462	http://creativecommons.org/publicdomain/zero/1.0/legalcode	52ed0034-fd58-4f17-95e5-d565fc9f068e	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/4ksk-xsw5	NA	San Diego	NA	2381403416	en	PhysicalObject	skin & skull	NA	19462	SDNHM	NA	NA	urn:catalog:SDNHM:Mammals:19462	NA	NA	| USA | California | San Diego |  |  |  |	ICZN	8/4/1962	NA	NA	216	requires verification	2.7 mi. W, 1.3 mi. N Rainbow	NA	Mammals	USA | California | San Diego | 2.7 mi. W, 1.3 mi. N Rainbow	urn:catalog:SDNHM:Mammals:19462	R. C. Banks	RCB 1392	NA	NA	NA	http://vertnet.org/resources/norms.html	Chaetodipus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	216	NA	NA	NA	NA	NA	NA	NA	NATIVE	urn:catalog:SDNHM:Mammals:19462. http://ipt.vertnet.org:8080/ipt/manage/resource.do?r=sdnhm-mammals.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	401
Chaetodipus californicus bernardinus (Benson, 1930)	-117.65350726895937	33.92198214730249	cdrep,cdround,osiic,incomis,inmafu	gbif	1145701541	Chaetodipus californicus bernardinus (Benson, 1930)	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:56:04Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	4263330	1	44	359	1459	5504	2439576	2439594	4263330	Chaetodipus californicus bernardinus (Benson, 1930)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	bernardinus	SUBSPECIES	ACCEPTED	1999-01-27T00:00:00Z	2816	213	0	NORTH_AMERICA	California	1962	12	23	1962-12-23	2021-02-02T12:40:00Z	2021-05-29T00:56:04Z	http://arctos.database.museum/guid/MVZ:Mamm:132520	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=female	Riverside County	unknown	1145701541	en	PhysicalObject	skull; skin, study	Hasanthi P. Wijesekera	MVZ:Mamm:132520	MVZ	1962-12-23	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:132520?seid=1161958	31	1999-10-08 00:00:00	North America, United States, California, Riverside County	ICZN	23 Dec 1962	Hasanthi P. Wijesekera	not recorded	357	unverified	5 mi W, 2 mi N Corona, California Route 71, between Prado Flood Control Basin and Chino Hills	decimal degrees	Mammal specimens	5 mi W, 2 mi N Corona, California Route 71, between Prado Flood Control Basin and Chino Hills	http://arctos.database.museum/guid/MVZ:Mamm:132520?seid=1161958	Collector(s): R. G. Jaeger	collector number=31	http://arctos.database.museum/guid/MVZ:Mamm:132520	"[{""scientific_name"":""Chaetodipus californicus bernardinus"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Rodentia, Sciurognathi, Heteromyidae, Chaetodipus, Chaetodipus californicus,	28	Terrain Navigator 3.02 USGS 1:100000	1	Former nature_of_id: legacy.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	402
