name	longitude	latitude	issues	prov	key	scientificName	datasetKey	publishingOrgKey	installationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	hostingOrganizationKey	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	infraspecificEpithet	taxonRank	taxonomicStatus	dateIdentified	coordinateUncertaintyInMeters	elevation	elevationAccuracy	continent	stateProvince	year	month	day	eventDate	modified	lastInterpreted	references	license	institutionKey	isInCluster	geodeticDatum	class	countryCode	country	institutionID	dynamicProperties	county	identificationVerificationStatus	gbifID	language	type	preparations	locationAccordingTo	catalogNumber	institutionCode	eventTime	identifiedBy	identifier	recordNumber	georeferencedDate	higherGeography	nomenclaturalCode	verbatimEventDate	georeferencedBy	georeferenceProtocol	endDayOfYear	georeferenceVerificationStatus	locality	verbatimCoordinateSystem	collectionCode	verbatimLocality	occurrenceID	recordedBy	otherCatalogNumbers	organismID	previousIdentifications	identificationQualifier	accessRights	higherClassification	collectionID	georeferenceSources	individualCount	identificationRemarks	lifeStage	iucnRedListCategory	habitat	taxonID	rights	reproductiveCondition	http://unknown.org/recordId	ownerInstitutionCode	startDayOfYear	occurrenceRemarks	taxonRemarks	http://unknown.org/recordEnteredBy	associatedOccurrences	eventRemarks	samplingProtocol	identificationReferences	establishmentMeans	bibliographicCitation	projectId	depth	depthAccuracy	rightsHolder	namePublishedInYear	fieldNumber	vernacularName	namePublishedIn	nameAccordingTo	acceptedNameUsage	datasetName	locationID	originalNameUsage	datasetID	parentNameUsage	identificationID	locationRemarks	collectionKey	verbatimElevation	georeferenceRemarks	disposition	fieldNotes	municipality	associatedReferences	typeStatus	informationWithheld	higherGeographyID	occID
Chaetodipus californicus dispar (Osgood, 1900)	-118.91124507406539	36.786081157991234	cdrep,osiic,incomis,inmafu	gbif	1145814157	Chaetodipus californicus dispar (Osgood, 1900)	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:53Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	4263323	1	44	359	1459	5504	2439576	2439594	4263323	Chaetodipus californicus dispar (Osgood, 1900)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	dispar	SUBSPECIES	ACCEPTED	1999-01-27T00:00:00Z	962	1615	0	NORTH_AMERICA	California	1916	8	20	1916-08-20	2021-05-24T09:20:00Z	2021-05-29T00:55:53Z	http://arctos.database.museum/guid/MVZ:Mamm:25162	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=female	Fresno County	unknown	1145814157	en	PhysicalObject	skull; skin, study	Rebecca N. Fong	MVZ:Mamm:25162	MVZ	1916-08-20	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:25162?seid=1577383	10206	2005-01-13 00:00:00	North America, United States, California, Fresno County	ICZN	20 Aug 1916	Rebecca N. Fong	MaNIS georeferencing guidelines	233	unverified	Hume	decimal degrees	Mammal specimens	Hume	http://arctos.database.museum/guid/MVZ:Mamm:25162?seid=1577383	Collector(s): Harry S. Swarth	collector number=10206	http://arctos.database.museum/guid/MVZ:Mamm:25162	"[{""scientific_name"":""Chaetodipus californicus dispar"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Rodentia, Sciurognathi, Heteromyidae, Chaetodipus, Chaetodipus californicus,	28	Terrain Navigator 5.03 USGS 1:24000	1	Former nature_of_id: legacy.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	721
Chaetodipus californicus dispar (Osgood, 1900)	-119.11036	36.723617	osiic,incomis,inmafu	gbif	1145814194	Chaetodipus californicus dispar (Osgood, 1900)	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:48Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	4263323	1	44	359	1459	5504	2439576	2439594	4263323	Chaetodipus californicus dispar (Osgood, 1900)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	dispar	SUBSPECIES	ACCEPTED	1999-01-27T00:00:00Z	1917	610	0	NORTH_AMERICA	California	1916	9	30	1916-09-30	2021-05-06T01:20:00Z	2021-05-29T00:55:48Z	http://arctos.database.museum/guid/MVZ:Mamm:25166	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=female	Fresno County	unknown	1145814194	en	PhysicalObject	skull; skin, study	Pascal Title	MVZ:Mamm:25166	MVZ	1916-09-30	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:25166?seid=456486	10422	2009-02-19 00:00:00	North America, United States, California, Fresno County	ICZN	30 Sep 1916	Pascal Title	MaNIS georeferencing guidelines	274	unverified	1.25 mi S Dunlap	decimal degrees	Mammal specimens	1 mi S Dunlap	http://arctos.database.museum/guid/MVZ:Mamm:25166?seid=456486	Collector(s): Harry S. Swarth	collector number=10422	http://arctos.database.museum/guid/MVZ:Mamm:25166	"[{""scientific_name"":""Chaetodipus californicus dispar"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Rodentia, Sciurognathi, Heteromyidae, Chaetodipus, Chaetodipus californicus,	28	Google Earth Pro 5.0, TeleAtlas, eye alt. 12573 ft	1	Former nature_of_id: legacy.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Archival research by Kevin Rowe (15 Feb 2009)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	722
Chaetodipus californicus dispar (Osgood, 1900)	-119.4641	36.7166	osiic,incomis,inmafu	gbif	1145814160	Chaetodipus californicus dispar (Osgood, 1900)	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:58Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	4263323	1	44	359	1459	5504	2439576	2439594	4263323	Chaetodipus californicus dispar (Osgood, 1900)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	dispar	SUBSPECIES	ACCEPTED	1999-01-27T00:00:00Z	8708	61	0	NORTH_AMERICA	California	1916	10	13	1916-10-13	2021-05-12T23:00:00Z	2021-05-29T00:55:58Z	http://arctos.database.museum/guid/MVZ:Mamm:25170	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=female	Fresno County	unknown	1145814160	en	PhysicalObject	skull; skin, study	Pascal Title	MVZ:Mamm:25170	MVZ	1916-10-13	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:25170?seid=441176	10512	2009-02-19 00:00:00	North America, United States, California, Fresno County	ICZN	13 Oct 1916	Pascal Title	MaNIS georeferencing guidelines	287	unverified	Minkler	decimal degrees	Mammal specimens	Minkler	http://arctos.database.museum/guid/MVZ:Mamm:25170?seid=441176	Collector(s): Harry S. Swarth	collector number=10512	http://arctos.database.museum/guid/MVZ:Mamm:25170	"[{""scientific_name"":""Chaetodipus californicus dispar"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Rodentia, Sciurognathi, Heteromyidae, Chaetodipus, Chaetodipus californicus,	28	Google Earth Pro 5.0, DigitalGlobe & TeleAtlas, eye alt. 16703ft	1	Former nature_of_id: legacy.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	723
Chaetodipus californicus dispar (Osgood, 1900)	-120.29114762855669	37.656240901133216	cdrep,osiic,incomis,inmafu	gbif	1145804728	Chaetodipus californicus dispar (Osgood, 1900)	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:58Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	4263323	1	44	359	1459	5504	2439576	2439594	4263323	Chaetodipus californicus dispar (Osgood, 1900)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	dispar	SUBSPECIES	ACCEPTED	1999-01-27T00:00:00Z	7678	213	0	NORTH_AMERICA	California	1915	5	27	1915-05-27	2021-05-06T13:50:00Z	2021-05-29T00:55:58Z	http://arctos.database.museum/guid/MVZ:Mamm:22540	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=female	Mariposa County	unknown	1145804728	en	PhysicalObject	skull; skin, study; skeleton	Pascal Title	MVZ:Mamm:22540	MVZ	1915-05-27	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:22540?seid=229520	338	2009-01-09 00:00:00	North America, United States, California, Mariposa County	ICZN	27 May 1915	Pascal Title	MaNIS georeferencing guidelines	147	verified and locked	Pleasant Valley	decimal degrees	Mammal specimens	Pleasant Valley	http://arctos.database.museum/guid/MVZ:Mamm:22540?seid=229520	Collector(s): Gordon F. Ferris; Charles D. Holliger	collector number=338	http://arctos.database.museum/guid/MVZ:Mamm:22540	"[{""scientific_name"":""Chaetodipus californicus dispar"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Rodentia, Sciurognathi, Heteromyidae, Chaetodipus, Chaetodipus californicus,	28	NGS TOPO!; NAD27; Sonora 1987 USGS map	1	Former nature_of_id: legacy.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Former verification status: verified by curator.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Based on archival research by JLPatton (15 Jul 2008)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	724
Perognathus californicus Merriam, 1889	-120.216667	34.483333	cdround,txmathi,incomis,inmafu	gbif	177147124	Perognathus californicus Merriam, 1889	8631295a-f762-11e1-a439-00145eb45e9a	c0dc3c80-23f9-11dc-98d1-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-29T01:54:20Z	2021-03-30T11:40:35Z	113	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	2439595	1	44	359	1459	5504	2439576	2439594	2439594	Chaetodipus californicus (Merriam, 1889)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Perognathus	californicus	NA	SPECIES	SYNONYM	NA	NA	NA	NA	NORTH_AMERICA	California	1915	8	5	1915-08-05	2015-02-06T00:00:00Z	2021-03-30T11:40:35Z	http://portal.vertnet.org/o/ucla/mammals?id=441	http://creativecommons.org/publicdomain/zero/1.0/legalcode	0f5e9360-db1b-42ba-8ee6-f0b871d89e9f	FALSE	WGS84	Mammalia	US	United States of America	urn:lsid:biocol.org:col:34960	NA	Santa Barbara	NA	177147124	en	PhysicalObject	skin in alcohol	NA	441	UCLA	NA	NA	urn:catalog:UCLA:Mammals:441	C447	NA	NA | USA | CA | SANTA BARBARA CO. |  |  |  |	ICZN	05 AUG 1915	NA	NA	217	requires verification	GAVIOTA AREA	NA	Mammals	NA | USA | CA | SANTA BARBARA CO. | GAVIOTA AREA	urn:catalog:UCLA:Mammals:441	HUEY, L. M.	NA	NA	NA	NA	http://vertnet.org/resources/norms.html	RODE | Heteromyidae | Perognathus	NA	NA	NA	NA	Adult	NA	NA	NA	NA	NA	NA	NA	217	NO SKULL	NA	NA	NA	NA	NA	NA	NATIVE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	725
Perognathus californicus Merriam, 1889	-121.916667	36.616667	cdround,txmathi,incomis,inmafu	gbif	177147130	Perognathus californicus Merriam, 1889	8631295a-f762-11e1-a439-00145eb45e9a	c0dc3c80-23f9-11dc-98d1-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-29T01:54:20Z	2021-03-30T11:40:35Z	113	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	2439595	1	44	359	1459	5504	2439576	2439594	2439594	Chaetodipus californicus (Merriam, 1889)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Perognathus	californicus	NA	SPECIES	SYNONYM	NA	NA	NA	NA	NORTH_AMERICA	California	1915	8	20	1915-08-20	2015-02-06T00:00:00Z	2021-03-30T11:40:35Z	http://portal.vertnet.org/o/ucla/mammals?id=485	http://creativecommons.org/publicdomain/zero/1.0/legalcode	0f5e9360-db1b-42ba-8ee6-f0b871d89e9f	FALSE	WGS84	Mammalia	US	United States of America	urn:lsid:biocol.org:col:34960	NA	Monterey	NA	177147130	en	PhysicalObject	skin in alcohol	NA	485	UCLA	NA	NA	urn:catalog:UCLA:Mammals:485	C491	NA	NA | USA | CA | MONTEREY CO. |  |  |  |	ICZN	20 AUG 1915	NA	NA	232	requires verification	MONTEREY	NA	Mammals	NA | USA | CA | MONTEREY CO. | MONTEREY	urn:catalog:UCLA:Mammals:485	HUEY, L. M.	NA	NA	NA	NA	http://vertnet.org/resources/norms.html	RODE | Heteromyidae | Perognathus	NA	NA	NA	NA	Adult	NA	NA	NA	NA	NA	NA	NA	232	NO SKULL	NA	NA	NA	NA	NA	NA	NATIVE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	726
Chaetodipus californicus dispar (Osgood, 1900)	-120.3019077295369	37.64427107892283	cdrep,osiic,incomis,inmafu	gbif	1145812452	Chaetodipus californicus dispar (Osgood, 1900)	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:46Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	4263323	1	44	359	1459	5504	2439576	2439594	4263323	Chaetodipus californicus dispar (Osgood, 1900)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	dispar	SUBSPECIES	ACCEPTED	1999-01-27T00:00:00Z	7678	335	0	NORTH_AMERICA	California	1915	12	2	1915-12-02	2021-05-21T06:40:00Z	2021-05-29T00:55:46Z	http://arctos.database.museum/guid/MVZ:Mamm:23614	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=female	Mariposa County	unknown	1145812452	en	PhysicalObject	skull; skin, study	Pascal Title	MVZ:Mamm:23614	MVZ	1915-12-02	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:23614?seid=46640	4073	2009-01-20 00:00:00	North America, United States, California, Mariposa County	ICZN	2 Dec 1915	Pascal Title	MaNIS georeferencing guidelines	336	verified and locked	Varain, On the road to Forty-nine Gap	decimal degrees	Mammal specimens	Varain	http://arctos.database.museum/guid/MVZ:Mamm:23614?seid=46640	Collector(s): Joseph S. Dixon	collector number=4073	http://arctos.database.museum/guid/MVZ:Mamm:23614	"[{""scientific_name"":""Chaetodipus californicus dispar"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Rodentia, Sciurognathi, Heteromyidae, Chaetodipus, Chaetodipus californicus,	28	NGS TOPO!; NAD27; (p. 400, v587_s1_p017.jpg); Penon Blanco Peak 1987 7.5 min quad map	1	Former nature_of_id: legacy.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Former verification status: verified by curator.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Based on Dixon fieldnotes (p. 400, v587_s1_p017.jpg) and archival research (JLPatton 15 Jul 2008)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	727
Perognathus californicus femoralis J.A.Allen, 1891	-116.866667	33.35	cdround,incomis,inmafu	gbif	177147112	Perognathus californicus femoralis J.A.Allen, 1891	8631295a-f762-11e1-a439-00145eb45e9a	c0dc3c80-23f9-11dc-98d1-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-29T01:54:20Z	2021-03-30T11:40:35Z	113	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	8967947	1	44	359	1459	5504	2439576	2439594	4263316	Chaetodipus californicus femoralis (J.A.Allen, 1891)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Perognathus	californicus	femoralis	SUBSPECIES	SYNONYM	NA	NA	NA	NA	NORTH_AMERICA	California	1914	7	12	1914-07-12	2015-02-06T00:00:00Z	2021-03-30T11:40:35Z	http://portal.vertnet.org/o/ucla/mammals?id=282	http://creativecommons.org/publicdomain/zero/1.0/legalcode	0f5e9360-db1b-42ba-8ee6-f0b871d89e9f	FALSE	WGS84	Mammalia	US	United States of America	urn:lsid:biocol.org:col:34960	NA	San Diego	NA	177147112	en	PhysicalObject	skin in alcohol	NA	282	UCLA	NA	NA	urn:catalog:UCLA:Mammals:282	BB44	NA	NA | USA | CA | SAN DIEGO CO. |  |  |  |	ICZN	12 JUL 1914	NA	NA	193	requires verification	PALOMAR MTN	NA	Mammals	NA | USA | CA | SAN DIEGO CO. | PALOMAR MTN	urn:catalog:UCLA:Mammals:282	HUEY, L. M.	NA	NA	NA	NA	http://vertnet.org/resources/norms.html	RODE | Heteromyidae | Perognathus	NA	NA	NA	NA	Adult	NA	NA	NA	NA	NA	NA	NA	193	NO SKULL	NA	NA	NA	NA	NA	NA	NATIVE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	728
Chaetodipus californicus ochrus (Osgood, 1904)	-119.76842647742282	35.155975326230305	cdrep	gbif	583447108	Chaetodipus californicus ochrus (Osgood, 1904)	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10Z	2021-06-01T23:41:32Z	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	FEMALE	4263297	1	44	359	1459	5504	2439576	2439594	4263297	Chaetodipus californicus ochrus (Osgood, 1904)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	ochrus	SUBSPECIES	ACCEPTED	NA	8047	NA	NA	NORTH_AMERICA	California	1914	11	1	1914-11-01	NA	2021-06-01T23:41:32Z	NA	http://creativecommons.org/publicdomain/zero/1.0/legalcode	NA	FALSE	WGS84	Mammalia	US	United States of America	http://grscicoll.org/institution/california-academy-sciences	NA	Kern Co.	NA	583447108	en	PhysicalObject	SS	NA	1013	CASC	NA	NA	urn:catalog:CAS:MAM:1013	41	http://grscicoll.org/institutional-collection/mammalogy-0	North America; USA; California; Kern Co.	NA	1 Nov 1914	http://grscicoll.org/institution/california-academy-sciences	2002-02-20 00:00:00.0	NA	unverified	Santiago Spring	NA	CASMAM	NA	urn:catalog:CAS:MAM:1013	NA	NA	NA	NA	NA	NA	Animalia; Chordata; Mammalia; Rodentia; Heteromyidae	http://grscicoll.org/institutional-collection/mammalogy-0	Terrain Navigator 3.02 USGS 1:100,000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	729
Chaetodipus californicus dispar (Osgood, 1900)	-119.7818889999788	37.6742164866022	cdrep,osiic,incomis,inmafu	gbif	1145796915	Chaetodipus californicus dispar (Osgood, 1900)	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:58Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	4263323	1	44	359	1459	5504	2439576	2439594	4263323	Chaetodipus californicus dispar (Osgood, 1900)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	dispar	SUBSPECIES	ACCEPTED	1999-01-27T00:00:00Z	330	610	0	NORTH_AMERICA	California	1914	11	21	1914-11-21	2021-04-21T10:00:00Z	2021-05-29T00:55:58Z	http://arctos.database.museum/guid/MVZ:Mamm:21836	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=female	Mariposa County	unknown	1145796915	en	PhysicalObject	skull; skin, study	Pascal Title	MVZ:Mamm:21836	MVZ	1914-11-21	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:21836?seid=814819	2785	2008-11-21 00:00:00	North America, United States, California, Mariposa County	ICZN	21 Nov 1914	Pascal Title	MaNIS georeferencing guidelines	325	verified and locked	El Portal	decimal degrees	Mammal specimens	1 mi S El Portal	http://arctos.database.museum/guid/MVZ:Mamm:21836?seid=814819	Collector(s): Joseph Grinnell	collector number=2785	http://arctos.database.museum/guid/MVZ:Mamm:21836	"[{""scientific_name"":""Chaetodipus californicus dispar"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Rodentia, Sciurognathi, Heteromyidae, Chaetodipus, Chaetodipus californicus,	28	NGS TOPO!; NAD27; Grinnell 1915 fieldnotes (p. 947 v483_s3_p049.jpg)	1	Former nature_of_id: legacy.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Former verification status: verified by curator.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Based on Grinnell 1915 fieldnotes (p. 947 v483_s3_p049.jpg). JLPatton (15 Jul 2008)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	730
Perognathus californicus Merriam, 1889	-119.05	34.583333	cdround,txmathi,incomis,inmafu	gbif	177147110	Perognathus californicus Merriam, 1889	8631295a-f762-11e1-a439-00145eb45e9a	c0dc3c80-23f9-11dc-98d1-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-29T01:54:20Z	2021-03-30T11:40:35Z	113	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	2439595	1	44	359	1459	5504	2439576	2439594	2439594	Chaetodipus californicus (Merriam, 1889)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Perognathus	californicus	NA	SPECIES	SYNONYM	NA	NA	762	0	NORTH_AMERICA	California	1913	5	4	1913-05-04	2015-02-06T00:00:00Z	2021-03-30T11:40:35Z	http://portal.vertnet.org/o/ucla/mammals?id=138	http://creativecommons.org/publicdomain/zero/1.0/legalcode	0f5e9360-db1b-42ba-8ee6-f0b871d89e9f	FALSE	WGS84	Mammalia	US	United States of America	urn:lsid:biocol.org:col:34960	NA	Ventura	NA	177147110	en	PhysicalObject	skin in alcohol	NA	138	UCLA	NA	NA	urn:catalog:UCLA:Mammals:138	A47	NA	NA | USA | CA | VENTURA CO. |  |  |  |	ICZN	04 MAY 1913	NA	NA	124	requires verification	TEN SYCAMORES; SESPE CANYON	NA	Mammals	NA | USA | CA | VENTURA CO. | TEN SYCAMORES; SESPE CANYON	urn:catalog:UCLA:Mammals:138	DICKEY, D. R.	NA	NA	NA	NA	http://vertnet.org/resources/norms.html	RODE | Heteromyidae | Perognathus	NA	NA	NA	NA	Adult	NA	NA	NA	NA	NA	NA	NA	124	NO SKULL	NA	NA	NA	NA	NA	NA	NATIVE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2500f	NA	NA	NA	NA	NA	NA	NA	NA	731
