"Museum_Number"	"UCM_Number"	"Canister"	"Class"	"Order"	"Family"	"Subfamily"	"Genus"	"Species"	"prelim_taxon_name"	"box"	"misc"
"1057"	"LACMP23-40529"	"NSF-19-585"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"13"	"n"
"1058"	"LACMP23-40530"	"NSF-19-586"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"?maniculatus"	"Peromyscus ?maniculatus"	"13"	"n"
"1059"	"LACMP23-40531"	"NSF-19-587"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"?Onychomys"	"torridus"	"?Onychomys torridus"	"13"	"n"
"1060"	"LACMP23-40532"	"NSF-19-588"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"13"	"n"
"1061"	"LACMP23-40533"	"NSF-19-589"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"13"	"n"
"1062"	"LACMP23-40534"	"NSF-19-590"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"13"	"n"
"1063"	"LACMP23-40535"	"NSF-19-591"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"13"	"n"
"1064"	"LACMP23-40553"	"NSF-19-592"	"B2/L3"	"Mammalia"	"Carnivora"	"Canidae"	"Caninae"	"Canis"	"latrans"	"Canis latrans"	"13"	"n"
"1065"	"LACMP23-40554"	"NSF-19-593"	"B2/L3"	"Mammalia"	"Carnivora"	"Canidae"	"Caninae"	"Urocyon"	"cinereoargenteus"	"Urocyon cinereoargenteus"	"13"	"n"
"1066"	"LACMP23-40555"	"NSF-19-594"	"B2/L3"	"Mammalia"	"Carnivora"	"Mustelidae"	"Mustelinae"	"Mustela"	"frenata"	"Mustela frenata"	"13"	"n"
"1067"	"LACMP23-40556"	"NSF-19-595"	"B2/L3"	"Mammalia"	"Carnivora"	NA	NA	NA	NA	"Mammalia-Carnivora"	"13"	"n"
"1068"	"LACMP23-40552"	"NSF-19-596"	"B2/L3"	"Mammalia"	"Carnivora"	"Canidae"	"Caninae"	"Canis"	"latrans"	"Canis latrans"	"13"	"n"
"1069"	"LACMP23-40557"	"NSF-19-597"	"B2/L3"	"Mammalia"	"Carnivora"	"Mephitidae"	NA	"Mephitis"	"mephitis"	"Mephitis mephitis"	"13"	"n"
"1070"	"LACMP23-40558"	"NSF-19-598"	"B2/L3"	"Mammalia"	"Carnivora"	NA	NA	NA	NA	"Mammalia-Carnivora"	"13"	"n"
"1071"	"LACMP23-40559"	"NSF-19-599"	"B2/L3"	"Mammalia"	"Carnivora"	"Mustelidae"	"Mustelinae"	"Mustela"	"frenata"	"Mustela frenata"	"13"	"n"
"1072"	"LACMP23-40560"	"NSF-19-600"	"B2/L3"	"Mammalia"	"Carnivora"	"?Mustelidae"	NA	"?Mustela"	"frenata"	"?Mustela frenata"	"13"	"n"
"1073"	"LACMP23-40561"	"NSF-19-601"	"B2/L3"	"Mammalia"	"Carnivora"	"Mustelidae"	"Mustelinae"	"Mustela"	"frenata"	"Mustela frenata"	"13"	"n"
"1074"	"LACMP23-40562"	"NSF-19-602"	"B2/L3"	"Mammalia"	"Carnivora"	"Mustelidae"	"Mustelinae"	"Mustela"	"frenata"	"Mustela frenata"	"13"	"n"
"1075"	NA	"XXXX"	NA	NA	NA	NA	NA	NA	NA	"NA-NA"	"13"	"n"
"1076"	"LACMP23-40252"	"NSF-19-604"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"13"	"n"
"1077"	"LACMP23-40253"	"NSF-19-605"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"13"	"n"
"1078"	"LACMP23-40254"	"NSF-19-606"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"13"	"n"
"1079"	"LACMP23-40255"	"NSF-19-607"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"13"	"n"
"1080"	"LACMP23-40256"	"NSF-19-608"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"13"	"n"
"1081"	"LACMP23-40257"	"NSF-19-609"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"13"	"n"
"1082"	"LACMP23-40258"	"NSF-19-610"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"13"	"n"
"1083"	"LACMP23-40259"	"NSF-19-611"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"13"	"n"
"1084"	"LACMP23-40260"	"NSF-19-612"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"13"	"n"
"1085"	"LACMP23-40261"	"NSF-19-613"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"13"	"n"
"1086"	"LACMP23-40262"	"NSF-19-614"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"13"	"n"
"1087"	"LACMP23-40263"	"NSF-19-615"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"13"	"n"
"1088"	"LACMP23-40264"	"NSF-19-616"	"B2/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"13"	"n"
"1089"	"LACMP23-40265"	"NSF-19-617"	"B2/L3"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"13"	"n"
"1090"	"LACMP23-40266"	"NSF-19-618"	"B2/L3"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"13"	"n"
"1091"	"LACMP23-40267"	"NSF-19-619"	"B2/L3"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"13"	"n"
"1092"	"LACMP23-40268"	"NSF-19-620"	"B2/L3"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"13"	"n"
"1093"	"LACMP23-40269"	"NSF-19-621"	"B2/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"13"	"n"
"1094"	"LACMP23-40270"	"NSF-19-622"	"B2/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"13"	"n"
"1095"	"LACMP23-40271"	"NSF-19-623"	"B2/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"13"	"n"
"1096"	"LACMP23-40272"	"NSF-19-624"	"B2/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"13"	"n"
"1097"	"LACMP23-40273"	"NSF-19-625"	"B2/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"13"	"n"
"1098"	"LACMP23-40274"	"NSF-19-626"	"B2/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"13"	"n"
"1099"	"LACMP23-40275"	"NSF-19-627"	"B2/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"13"	"n"
"1100"	"LACMP23-40276"	"NSF-19-628"	"B2/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"13"	"n"
"1101"	"LACMP23-40277"	"NSF-19-629"	"B2/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"13"	"n"
"1102"	"LACMP23-40278"	"NSF-19-630"	"B2/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"13"	"n"
"1103"	"LACMP23-40279"	"NSF-19-631"	"B2/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"13"	"n"
"1104"	"LACMP23-40280"	"NSF-19-632"	"B2/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"13"	"n"
"1105"	"LACMP23-40281"	"NSF-19-633"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"13"	"n"
"1106"	"LACMP23-40282"	"NSF-19-634"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"13"	"n"
"1107"	"LACMP23-40283"	"NSF-19-635"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"13"	"n"
"1108"	"LACMP23-40284"	"NSF-19-636"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"audubonii"	"Sylvilagus audubonii"	"13"	"n"
"1109"	"LACMP23-40285"	"NSF-19-637"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"audubonii"	"Sylvilagus audubonii"	"13"	"n"
"1110"	"LACMP23-40286"	"NSF-19-638"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"audubonii"	"Sylvilagus audubonii"	"13"	"n"
"1111"	"LACMP23-40287"	"NSF-19-639"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"audubonii"	"Sylvilagus audubonii"	"13"	"n"
"1112"	"LACMP23-40288"	"NSF-19-640"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"audubonii"	"Sylvilagus audubonii"	"13"	"n"
"1113"	"LACMP23-40289"	"NSF-19-641"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1114"	"LACMP23-40290"	"NSF-19-642"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1115"	"LACMP23-40291"	"NSF-19-643"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"audubonii"	"Sylvilagus audubonii"	"13"	"n"
"1116"	"LACMP23-40292"	"NSF-19-644"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1117"	"LACMP23-40293"	"NSF-19-645"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1118"	"LACMP23-40294"	"NSF-19-646"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1119"	"LACMP23-40295"	"NSF-19-647"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1120"	"LACMP23-40296"	"NSF-19-648"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1121"	"LACMP23-40297"	"NSF-19-649"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1122"	"LACMP23-40298"	"NSF-19-650"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1123"	"LACMP23-40299"	"NSF-19-651"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1124"	"LACMP23-40300"	"NSF-19-652"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1125"	"LACMP23-40301"	"NSF-19-653"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1126"	"LACMP23-40302"	"NSF-19-654"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1127"	"LACMP23-40303"	"NSF-19-655"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1128"	"LACMP23-40304"	"NSF-19-656"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1129"	"LACMP23-40305"	"NSF-19-657"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1130"	"LACMP23-40306"	"NSF-19-658"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1131"	"LACMP23-40307"	"NSF-19-659"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1132"	"LACMP23-40308"	"NSF-19-660"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1133"	"LACMP23-40309"	"NSF-19-661"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1134"	"LACMP23-40310"	"NSF-19-662"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1135"	"LACMP23-40311"	"NSF-19-663"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1136"	"LACMP23-40312"	"NSF-19-664"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1137"	"LACMP23-40313"	"NSF-19-665"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1138"	"LACMP23-40314"	"NSF-19-666"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1139"	"LACMP23-40315"	"NSF-19-667"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1140"	"LACMP23-40316"	"NSF-19-668"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1141"	"LACMP23-40317"	"NSF-19-669"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1142"	"LACMP23-40318"	"NSF-19-670"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1143"	"LACMP23-40319"	"NSF-19-671"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1144"	"LACMP23-40320"	"NSF-19-672"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1145"	"LACMP23-40321"	"NSF-19-673"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1146"	"LACMP23-40322"	"NSF-19-674"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1147"	"LACMP23-40323"	"NSF-19-675"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1148"	"LACMP23-40324"	"NSF-19-676"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1149"	"LACMP23-40325"	"NSF-19-677"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1150"	"LACMP23-40326"	"NSF-19-678"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1151"	"LACMP23-40327"	"NSF-19-679"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1152"	"LACMP23-40328"	"NSF-19-680"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1153"	"LACMP23-40329"	"NSF-19-681"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1154"	"LACMP23-40330"	"NSF-19-682"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1155"	"LACMP23-40331"	"NSF-19-683"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1156"	"LACMP23-40332"	"NSF-19-684"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1157"	"LACMP23-40333"	"NSF-19-685"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1158"	"LACMP23-40334"	"NSF-19-686"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"13"	"n"
"1159"	"LACMP23-40335"	"NSF-19-687"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"13"	"n"
"1160"	"LACMP23-40336"	"NSF-19-688"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"13"	"n"
"1161"	"LACMP23-40337"	"NSF-19-689"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"13"	"n"
"1162"	"LACMP23-40338"	"NSF-19-690"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"13"	"n"
"1163"	"LACMP23-40339"	"NSF-19-691"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"13"	"n"
"1164"	"LACMP23-40340"	"NSF-19-692"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"13"	"n"
"1165"	"LACMP23-40341"	"NSF-19-693"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"13"	"n"
"1166"	"LACMP23-40342"	"NSF-19-694"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"13"	"n"
"1167"	"LACMP23-40343"	"NSF-19-695"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"13"	"n"
"1168"	"LACMP23-40344"	"NSF-19-696"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"13"	"n"
"1169"	"LACMP23-40345"	"NSF-19-697"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"13"	"n"
"1170"	"LACMP23-40346"	"NSF-19-698"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"13"	"n"
"1171"	"LACMP23-40347"	"NSF-19-699"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"13"	"n"
"1172"	"LACMP23-40348"	"NSF-19-700"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"13"	"n"
"1173"	"LACMP23-40349"	"NSF-19-701"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"13"	"n"
"1174"	"LACMP23-40350"	"NSF-19-702"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"13"	"n"
"1175"	"LACMP23-40351"	"NSF-19-703"	"B2/L3"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"13"	"n"
"1176"	"LACMP23-40352"	"NSF-19-704"	"B2/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"sp"	"Neotoma sp"	"13"	"n"
"1177"	"LACMP23-40353"	"NSF-19-705"	"B2/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"13"	"n"
"1178"	"LACMP23-40354"	"NSF-19-706"	"B2/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"13"	"n"
"1179"	"LACMP23-40355"	"NSF-19-707"	"B2/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"13"	"n"
"1180"	"LACMP23-40356"	"NSF-19-708"	"B2/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	NA	NA	NA	"Mammalia-Rodentia"	"13"	"n"
"1181"	"LACMP23-40357"	"NSF-19-709"	"B2/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"13"	"n"
"1182"	"LACMP23-40358"	"NSF-19-710"	"B2/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"13"	"n"
"1183"	"LACMP23-40359"	"NSF-19-711"	"B2/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"13"	"n"
"1184"	"LACMP23-40360"	"NSF-19-712"	"B2/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"13"	"n"
"1185"	"LACMP23-40361"	"NSF-19-713"	"B2/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	NA	NA	NA	"Mammalia-Rodentia"	"13"	"n"
"1186"	"LACMP23-40362"	"NSF-19-714"	"B2/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	NA	NA	NA	"Mammalia-Rodentia"	"13"	"n"
"1187"	"LACMP23-40363"	"NSF-19-715"	"B2/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	NA	NA	NA	"Mammalia-Rodentia"	"13"	"n"
"1188"	"LACMP23-40364"	"NSF-19-716"	"B2/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	NA	NA	NA	"Mammalia-Rodentia"	"13"	"n"
"1189"	"LACMP23-40365"	"NSF-19-717"	"B2/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	NA	NA	NA	"Mammalia-Rodentia"	"13"	"n"
"1190"	"LACMP23-40366"	"NSF-19-718"	"B2/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	NA	NA	NA	"Mammalia-Rodentia"	"13"	"n"
"1191"	"LACMP23-40367"	"NSF-19-719"	"B2/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	NA	NA	NA	"Mammalia-Rodentia"	"13"	"n"
"1192"	"LACMP23-40368"	"NSF-19-720"	"B2/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	NA	NA	NA	"Mammalia-Rodentia"	"13"	"n"
"1193"	"LACMP23-40369"	"NSF-19-721"	"B2/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	NA	NA	NA	"Mammalia-Rodentia"	"13"	"n"
"1194"	"LACMP23-40370"	"NSF-19-722"	"B2/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	NA	NA	NA	"Mammalia-Rodentia"	"13"	"n"
"1195"	"LACMP23-40371"	"NSF-19-723"	"B2/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	NA	NA	NA	"Mammalia-Rodentia"	"13"	"n"
"1196"	"LACMP23-40372"	"NSF-19-724"	"B2/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"13"	"n"
"1197"	"LACMP23-40373"	"NSF-19-725"	"B2/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"13"	"n"
"1198"	"LACMP23-40374"	"NSF-19-726"	"B2/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"13"	"n"
