occID,longitude,latitude
1,-89.536945,46.244036
1,-75.983859,2.164958
1,-103.0305,49.0327
1,-78.142137,38.896699
1,-69.960717,45.888417
1,-107.598556,49.182819
1,-99.884166,29.633083
1,-112.009213,48.7694
1,-106.83069,37.77254
1,-79.716,38.4575
1,-106.58719,49.00579
1,-107.14687,49.52302
1,-89.412136,44.269558
1,-116.65366,33.5551
1,-77.693398,34.66
1,-118.74689503995,41.6958608562214
1,-105.023447,31.205281
1,-116.707104,32.611779
1,-122.177,44.2358
1,-82.656601,31.813499
1,-90.78811,15.46208
1,-105.937801,35.686974
1,-114.66506,42.58649
1,-75.088553,5.283879
1,-75.664667,4.589861
1,-71.14472,41.535614
1,-88.570833,18.487222
1,-109.96005,50.45593
1,-122.367483,47.699239
1,-106.02538,34.16566
1,-122.612672,48.512605
1,-115.03,51.02
1,-122.536916,46.94608
1,-75.210278,4.498889
1,-106.430401185123,39.5799180473405
1,-77.108029,1.084559
1,-119.33899,38.06129
1,-103.821767,50.751335
1,-71.432836,41.966766
1,-106.43589,35.310643
1,-94.278883,30.677683
1,-122.433333,51.6875
1,-75.500278,5.057222
1,-104.4265,40.3517
1,-70.859074,42.751708
1,-71.437841,42.579258
1,-82.9509,8.7511
1,-112.488044,41.639013
1,-121.439021,40.50023
1,-118.743196612378,38.0851637439893
1,-106.658889,34.255
1,-103.20419,36.06991
1,-120.166667,49.966667
1,-76.061944,4.138333
1,-81.098396,36.290501
1,-119.705278,34.446111
1,-87.9167,15.3333
1,-89.9219,15.0817
1,-73.5838,41.6037
1,-87.518333,19.260278
1,-101.87,19.163889
1,-98.6119,20.212999
1,-107.267329641729,36.1249820353756
1,-73.6411,-11.5597
1,-90.463827,14.563178
1,-117.416144,33.231912
1,-98.045944,42.070507
1,-106.989587277691,38.9590825804741
1,-96.859415753269,39.0720607626371
1,-104.617,50.05
1,-78.1333,1.085455
1,-98.209679,45.805466
1,-86.53,43.66
1,-108.521013514142,35.169696049022
1,-105.024704,36.172689
1,-65.516667,-17.133333
1,-99.756111,20.744722
1,-77.106903,34.967201
1,-67.483333,-16.183333
1,-119.144167,34.1175
1,-88.824722,17.987778
1,-102.884491,30.961977
1,-74.460985,42.809054
1,-100.499535,42.508294
1,-102.667,50.6
1,-123.833467357844,44.5684227653322
1,-103,34.356998
1,-106.269951,42.238346
1,-103.334,29.245001
1,-85.407778,44.204167
1,-77.623596,35.2132
1,-102.396731,38.086232
1,-103.890831,20.533056
1,-122.8766,46.5474
1,-123.8724,47.4387999990603
1,-86.234250491699,44.6335323958295
1,-102.434998,33.945
1,-95.3137692131292,38.4161876355379
1,-102.358002,34.469002
1,-88.066648,36.779468
1,-87.266111,20.472778
1,-85.32,43.64
1,-114.08,51.08
1,-119.325099983128,44.2779664417988
1,-114.757148,44.072447
1,-113.197058,47.222864
1,-80.01876,43.6381699990578
1,-74.26936,39.868102
1,-86.309541,11.990081
1,-73.79975,43.500725
1,-108.547018,37.222068
1,-79.92735,43.0228899990589
1,-76.699799,36.4258
1,-108.433644,31.474494
1,-104.787784,37.24387
1,-104.0005,23.7135
1,-93.1,16.726944
1,-106.549043,35.884586
1,-80.791717,41.877783
1,-119.858992,35.020476
1,-117.684873,41.233805
1,-106.78820073572,38.4976191283118
1,-99.7117820774093,18.8034235926284
1,-105.291266,40.423673
1,-108.982038,40.258031
1,-107.51989,38.443272
1,-105.607101,50.870229
1,-76.05,-9.667
1,-77.308785,43.040257
1,-101.938003,33.646999
1,-105.852997,40.604698
1,-107.585957148727,35.1947235712451
1,-99.785423,39.364704
1,-94.78877,39.724206
1,-117.170676219833,39.4898484875801
1,-79.061996,34.696098
1,-109.02168,40.863775
1,-120.513133368785,48.5966750778763
1,-99.8342722702371,20.0294878193794
1,-105.64417,41.19667
1,-75.3581197468203,41.0657679853355
1,-99.126111,21.1775
1,-98.923057,19.628889
1,-76.52659,42.416184
1,-107.779075,41.246208
1,-91.5119560295287,30.8601868076873
1,-97.8875736140739,19.2772958426511
1,-79.4152880792718,-5.09638319993269
1,-103.691673,38.872505
1,-108.481749,36.754772
1,-115.911498698704,41.3224085349593
1,-71.05,49
1,-105.550501,31.793449
1,-100.001667,17.955
1,-101.761844,42.130941
1,-100.643333,23.431389
1,-67.805374,46.680916
1,-109.751111,43.415278
1,-72.6889,42.5064
1,-119.592146206776,38.6814130021612
1,-71.333333,48.55
1,-119.770259,48.08677
1,-99.70871,38.640274
1,-120.653364136249,45.9702631404714
1,-101.96389,38.837677
1,-100.311667,25.685278
1,-78.548599,35.382099
1,-115.916434013709,37.683833104822
1,-97.98468,38.060818
1,-101.537498,43.112221
1,-70.2833,41.6528
1,-119.721861964339,41.8897500922263
1,-76.858889,43.937222
1,-72.3083,43.7153
1,-98.2550835638619,19.6469994780359
1,-77.560898,39.245602
1,-98.749443,19.064167
1,-91.118944252044,30.3492040108986
1,-79.472298,35.109901
