occID,longitude,latitude
1,-121.48209,36.23167
1,-116.552895,33.15166
1,-116.409481,32.671045
1,-117.759585,36.126805
1,-116.62226,33.64199
1,-114.280805000022,29.4092792863739
1,-118.856561,35.518585
1,-119.98198,35.07057
1,-118.23492,35.36111
1,-120.46551,37.67372
1,-118.89652,36.62492
1,-116.946389,32.31
1,-116.94088,34.17845
1,-115.17919,30.927186
1,-118.111512165284,36.5953825575418
1,-115.662406666341,34.8167731811082
1,-118.27,34.12
1,-119.722150531338,37.0905139798211
1,-120.73,35.7899999991046
1,-118.931328841945,34.057652403352
1,-117.7684,33.5635
1,-115.649303956654,31.1344923700794
1,-119.631111,34.436667
1,-121.145914350084,40.0464298831772
1,-116.695975,31.719216
1,-120.187929836683,35.5014731759099
1,-117.149265938138,32.7984694000224
1,-120.649914082753,34.5773314461353
1,-120.83,39.2
1,-121.898225356989,36.5994925420057
1,-117.890775407128,34.5852421116259
1,-121.651755435777,41.0142465394587
1,-118.444749108195,34.676832721419
1,-116.257594055154,34.0374703590611
1,-121.9142,40.3344
1,-115.907222,32.053333
1,-115.96,31.51
1,-115.708325519523,30.0562182900634
1,-115.933890991347,30.7167514547232
1,-120.833333,38.2
1,-117.333954729359,34.6061044239756
1,-120.84437227633,35.2872538331203
1,-121.318548386421,35.7644148262655
1,-117.236109258373,33.2593960926445
1,-119.596557609592,37.750754264618
1,-121.773333,39.688667
1,-118.292409895141,35.8305767874503
1,-119.145386,34.812805
1,-115.308182,30.464308
1,-120.806533358863,38.7287443449453
1,-121.490272,37.393894
1,-122.757912,39.380638
1,-117.692500201368,34.1268731177
