"","wc2.1_5m_bio_1","wc2.1_5m_bio_4","wc2.1_5m_bio_5","wc2.1_5m_bio_6","wc2.1_5m_bio_12","wc2.1_5m_bio_13","wc2.1_5m_bio_14","wc2.1_5m_bio_15"
"mean",14.3985546244097,574.768455481238,31.355735383204,1.03335387455503,451.413917758699,84.3014008133755,2.63759602349751,80.8449440002441
"median",15.4376668930054,618.7216796875,31.628999710083,1.7849999666214,388,76,1,82.4945983886719
"var",18.5860435522764,19004.8308096623,22.9126069354886,19.3515466330136,63700.3918857744,2108.03434252146,12.8948245980312,134.550281108617
"sd",4.31115339001948,137.858009595606,4.78671149490844,4.3990392852319,252.389365635271,45.9133351274057,3.59093645140529,11.5995810747034
"max",23.4015827178955,844.071350097656,43.1370010375977,8.85280895233154,1392,253,20,108.915161132812
"min",-1.0165833234787,163.205001831055,16.4650001525879,-13.8090000152588,69,13,0,48.4749946594238
