"","wc2.1_5m_bio_1","wc2.1_5m_bio_4","wc2.1_5m_bio_5","wc2.1_5m_bio_6","wc2.1_5m_bio_12","wc2.1_5m_bio_13","wc2.1_5m_bio_14","wc2.1_5m_bio_15"
"mean",15.3699127086433,566.749412973765,32.21973590679,2.13789271494395,474.792432432432,92.7120720720721,1.50486486486486,84.905676159558
"median",15.6995420455933,601.195861816406,32.5509986877441,2.22200012207031,421,83,1,86.3036956787109
"var",5.71817117895536,16925.1432677362,14.0042088211064,6.39576841841042,67376.8948958475,2699.21519307339,1.66751417603617,109.546055946742
"sd",2.39126978380846,130.096668934051,3.74221977188759,2.52898565009974,259.570597132741,51.9539718700446,1.29132264598595,10.466425175137
"max",23.1822490692139,846.435302734375,43.0799980163574,10.1619997024536,1696,325,11,137.883682250977
"min",2.52533340454102,163.205001831055,20.2660007476807,-9.84799957275391,73,14,0,48.3397216796875
