"","wc2.1_5m_bio_1","wc2.1_5m_bio_4","wc2.1_5m_bio_5","wc2.1_5m_bio_6","wc2.1_5m_bio_12","wc2.1_5m_bio_13","wc2.1_5m_bio_14","wc2.1_5m_bio_15"
"mean",14.6778913695873,715.707475472686,33.3964307584472,-1.87761488606395,365.51530986432,67.0016960029336,6.62930876420975,61.7378761843093
"median",15.036687374115,749.288177490234,33.6650009155273,-1.38800001144409,309,55,6,62.4043655395508
"var",25.6818416757845,24279.6823645822,19.3363911672539,35.731164444969,71904.3337559709,2842.19843856282,32.0718413924439,637.355060324247
"sd",5.06772549333372,155.819390207324,4.39731635969644,5.97755505578736,268.149834525347,53.3122728699764,5.66320063148428,25.2458919494687
"max",25.404748916626,1064.92260742188,45.6580009460449,12.4750003814697,2134,378,48,138.263549804688
"min",-1.3115416765213,163.205001831055,15.9820003509521,-21.2089996337891,46,9,0,9.68475341796875
