"","wc2.1_5m_bio_1","wc2.1_5m_bio_4","wc2.1_5m_bio_5","wc2.1_5m_bio_6","wc2.1_5m_bio_12","wc2.1_5m_bio_13","wc2.1_5m_bio_14","wc2.1_5m_bio_15"
"mean",12.1396057675115,594.853102348782,29.8245668872174,-0.646372643247675,801.88679245283,141.556168359942,7.09579100145138,74.9606720435775
"median",11.8434166908264,619.439025878906,29.7242650985718,0.523000001907349,611,112,4,77.0281982421875
"var",16.6071738044162,15615.4595951096,20.9396847052704,16.7943696403716,314105.478835551,9141.55969848232,56.6402638901208,203.025098529936
"sd",4.07519003292069,124.961832553422,4.57599002460346,4.09809341528126,560.451138669154,95.6115040070091,7.52597262087239,14.2486876072829
"max",22.9103336334229,955.054077148438,45.1110000610352,8.85280895233154,3084,520,44,108.915161132812
"min",-1.15091669559479,163.205001831055,15.3800001144409,-13.83899974823,67,12,0,16.2743034362793
