"","wc2.1_5m_bio_1","wc2.1_5m_bio_4","wc2.1_5m_bio_5","wc2.1_5m_bio_6","wc2.1_5m_bio_12","wc2.1_5m_bio_13","wc2.1_5m_bio_14","wc2.1_5m_bio_15"
"mean",13.6580158283479,594.92675077258,31.345321173897,0.48400753971258,667.7524905911,122.325880008855,3.94753154748727,80.0160205385868
"median",14.4735412597656,625.089904785156,31.4330005645752,1.35000002384186,532,102,2,83.1300048828125
"var",13.5722697393126,16188.0803061352,18.6607993079563,12.4334505526565,179997.534385403,5606.74497445238,20.5855989762521,151.328889546497
"sd",3.6840561531161,127.23238701736,4.31981473074439,3.52610983275571,424.261162947309,74.8782009295922,4.53713554748501,12.3015807742947
"max",24.0087909698486,970.361511230469,45.6580009460449,8.85280895233154,2039,357,26,108.915161132812
"min",-1.15091669559479,163.205001831055,16.1450004577637,-13.7670001983643,58,11,0,30.3617324829102
