"","wc2.1_5m_bio_1","wc2.1_5m_bio_4","wc2.1_5m_bio_5","wc2.1_5m_bio_6","wc2.1_5m_bio_12","wc2.1_5m_bio_13","wc2.1_5m_bio_14","wc2.1_5m_bio_15"
"mean",11.7762207671233,620.315540640874,30.2301054114341,-1.70602372229604,652.270824784571,116.371153057037,5.48153467377924,73.2987239929218
"median",11.8839373588562,650.782501220703,29.9160003662109,-0.579999983310699,521.5,96,4,79.258731842041
"var",18.8789781867164,15349.1154281038,18.1827000577125,22.0227886296248,150884.238972149,5296.42921898621,21.9230121322881,344.847510766283
"sd",4.34499461296748,123.891547040562,4.26411773497315,4.69284440713996,388.438204830768,72.7765705360332,4.68220163302352,18.5700702951357
"max",23.4015827178955,856.725891113281,43.1079978942871,8.85280895233154,1991,357,25,108.915161132812
"min",-1.0165833234787,163.205001831055,16.4650001525879,-13.8090000152588,65,11,0,17.3019695281982
