"","wc2.1_5m_bio_1","wc2.1_5m_bio_4","wc2.1_5m_bio_5","wc2.1_5m_bio_6","wc2.1_5m_bio_12","wc2.1_5m_bio_13","wc2.1_5m_bio_14","wc2.1_5m_bio_15"
"mean",16.8719600086497,726.206042324735,35.8833026563305,0.228681732204035,312.374225755755,61.0286585929555,5.12304705556069,60.5373226907058
"median",17.478874206543,752.476135253906,36.3849983215332,1.44799995422363,271,40,4,54.5118064880371
"var",27.1376892206965,14100.1661313154,17.6890291672603,28.6428663527396,34316.7698903606,2626.74492565053,23.4010007737656,820.815198935181
"sd",5.20938472573264,118.744120407351,4.2058327555028,5.35190305898188,185.247860690375,51.2517797315423,4.83745809013015,28.6498725814825
"max",25.404748916626,970.361511230469,45.6580009460449,12.4750003814697,1125,278,34,125.456718444824
"min",-0.981416702270508,283.280303955078,16.8910007476807,-13.6700000762939,48,9,0,11.2099981307983
