"","wc2.1_5m_bio_1","wc2.1_5m_bio_4","wc2.1_5m_bio_5","wc2.1_5m_bio_6","wc2.1_5m_bio_12","wc2.1_5m_bio_13","wc2.1_5m_bio_14","wc2.1_5m_bio_15"
"mean",7.07606940487543,1001.880275431,27.3137353365419,-13.0254133389238,703.639539208442,96.9238543438481,29.9445086361225,43.5410340612413
"median",6.38833332061768,975.552795410156,27.1020011901855,-12.7109994888306,589,92,19,45.8146896362305
"var",47.9731702772243,68770.9834663567,27.2798459091381,99.8168464186354,133354.704425575,1861.83116350668,582.363482889524,428.888788178433
"sd",6.92626669117096,262.24222289013,5.22301119174927,9.99083812393311,365.177634070838,43.1489416267269,24.1322084130219,20.7096303245237
"max",24.997917175293,1663.97192382812,43.7430000305176,16.0710525512695,3347,543,147,120.230598449707
"min",-6.82595825195312,163.205001831055,9.11499977111816,-32.4910011291504,58,9,0,5.47054576873779
