"","wc2.1_5m_bio_1","wc2.1_5m_bio_4","wc2.1_5m_bio_5","wc2.1_5m_bio_6","wc2.1_5m_bio_12","wc2.1_5m_bio_13","wc2.1_5m_bio_14","wc2.1_5m_bio_15"
"mean",15.3436288978338,552.75514538942,31.961885249451,2.14921002298344,413.433761630483,79.0722197607443,1.55649091714665,82.7573812177977
"median",15.6315412521362,571.352478027344,32.0480003356934,2.32699990272522,377,74,1,85.3370590209961
"var",9.46643299921738,17906.7746126784,17.9831584731367,9.49878460763329,41228.1659341151,1548.28423234885,3.03503874470913,128.305104921873
"sd",3.07675689634677,133.81619712381,4.24065542966376,3.08200983250107,203.047201246693,39.3482430655912,1.74213625893876,11.3271843333581
"max",23.4015827178955,792.87060546875,43.1370010375977,8.85280895233154,1125,198,17,108.915161132812
"min",1.66537499427795,163.205001831055,19.9549999237061,-11.8669996261597,63,10,0,54.6880035400391
