"","wc2.1_5m_bio_1","wc2.1_5m_bio_4","wc2.1_5m_bio_5","wc2.1_5m_bio_6","wc2.1_5m_bio_12","wc2.1_5m_bio_13","wc2.1_5m_bio_14","wc2.1_5m_bio_15"
"mean",12.9105407049888,594.807132773685,30.5174424542077,-0.687702380422164,547.417050691244,102.39708141321,3.35330261136713,82.8746380930489
"median",14.262312412262,638.335296630859,31.3249998092651,0.351500004529953,513,100,2,83.9216918945312
"var",19.8097453269216,17800.0010782665,28.5447823309871,18.6331149693161,66670.2755891427,2189.70923052219,18.2978330505543,89.1508883241842
"sd",4.45081400722628,133.416644682238,5.34273172927362,4.31660919812254,258.205878300907,46.7943290423337,4.27759664420972,9.44197481060949
"max",20.679292678833,822.182556152344,39.6100006103516,6.35362339019775,1392,253,20,104.000335693359
"min",-1.3115416765213,163.205001831055,15.9820003509521,-14.0030002593994,74,13,0,52.49365234375
