"","wc2.1_5m_bio_1","wc2.1_5m_bio_4","wc2.1_5m_bio_5","wc2.1_5m_bio_6","wc2.1_5m_bio_12","wc2.1_5m_bio_13","wc2.1_5m_bio_14","wc2.1_5m_bio_15"
"mean",15.0673804172576,526.124535856347,31.2343848604893,2.7106413779906,722.148166583707,132.146839223494,5.08860129417621,81.5226989544821
"median",15.2028331756592,527.126953125,31.6389999389648,2.07200002670288,484,97,1,81.4310531616211
"var",18.3957844025258,15109.5897325531,21.1451728848011,13.5676402063556,375393.150130641,10492.0439839507,61.2175052952058,228.373397040696
"sd",4.28903070664291,122.921071149551,4.59838807461931,3.68342777944072,612.693357341697,102.4306789197,7.82416163529395,15.1120282239247
"max",24.4109573364258,814.346435546875,43.0799980163574,11.9969997406006,3084,520,43,138.263549804688
"min",1.56749999523163,163.205001831055,18.9090003967285,-8.9689998626709,54,10,0,48.4277801513672
